ip	tag
154.26.214.161	Cobalt Strike C2
81.70.37.146	Cobalt Strike C2
156.238.233.21	Cobalt Strike C2
47.121.135.201	Cobalt Strike C2
47.121.137.8	Cobalt Strike C2
39.105.154.184	Cobalt Strike C2
18.119.116.151	Cobalt Strike C2
114.132.217.187	Cobalt Strike C2
1.14.157.231	Cobalt Strike C2
119.45.29.172	Cobalt Strike C2
47.105.36.109	Cobalt Strike C2
37.120.234.23	Cobalt Strike C2
36.111.166.231	Cobalt Strike C2
83.229.121.82	Cobalt Strike C2
150.158.120.73	Cobalt Strike C2
66.42.33.181	Cobalt Strike C2
40.77.86.17	Cobalt Strike C2
202.182.114.60	Cobalt Strike C2
45.200.17.43	Cobalt Strike C2
106.75.162.108	Cobalt Strike C2
101.132.173.62	Cobalt Strike C2
106.12.33.230	Cobalt Strike C2
155.94.170.180	Cobalt Strike C2
123.60.60.119	Cobalt Strike C2
150.158.170.241	Cobalt Strike C2
172.208.108.15	Cobalt Strike C2
154.201.68.228	Cobalt Strike C2
20.81.164.199	Cobalt Strike C2
47.120.70.161	Cobalt Strike C2
101.37.100.133	Cobalt Strike C2
47.93.216.2	Cobalt Strike C2
152.32.169.68	Cobalt Strike C2
36.140.162.173	Cobalt Strike C2
18.139.83.173	Cobalt Strike C2
188.121.123.185	Cobalt Strike C2
47.93.28.103	Cobalt Strike C2
49.234.14.244	Cobalt Strike C2
43.139.50.42	Cobalt Strike C2
83.229.125.215	Cobalt Strike C2
49.232.40.212	Cobalt Strike C2
116.198.41.59	Cobalt Strike C2
185.195.65.55	Cobalt Strike C2
120.24.169.38	Cobalt Strike C2
116.198.233.179	Cobalt Strike C2
106.38.201.95	Cobalt Strike C2
151.243.95.233	Cobalt Strike C2
192.140.163.165	Cobalt Strike C2
47.92.110.59	Cobalt Strike C2
113.44.67.52	Cobalt Strike C2
198.12.85.86	Cobalt Strike C2
41.216.189.46	Cobalt Strike C2
154.193.244.146	Cobalt Strike C2
185.237.166.132	Cobalt Strike C2
165.154.226.142	Cobalt Strike C2
8.134.55.194	Cobalt Strike C2
35.231.121.102	Cobalt Strike C2
20.51.193.170	Cobalt Strike C2
143.92.43.246	Cobalt Strike C2
110.40.176.194	Cobalt Strike C2
117.72.242.9	Cobalt Strike C2
101.43.2.116	Cobalt Strike C2
101.43.91.156	Cobalt Strike C2
39.105.165.37	Cobalt Strike C2
106.13.29.104	Cobalt Strike C2
47.107.136.106	Cobalt Strike C2
47.79.19.147	Cobalt Strike C2
120.24.64.74	Cobalt Strike C2
110.42.232.120	Cobalt Strike C2
83.229.125.47	Cobalt Strike C2
15.228.3.86	Cobalt Strike C2
159.75.221.127	Cobalt Strike C2
47.109.201.173	Cobalt Strike C2
124.221.240.143	Cobalt Strike C2
42.51.34.56	Cobalt Strike C2
8.137.149.67	Cobalt Strike C2
193.112.84.248	Cobalt Strike C2
116.62.226.163	Cobalt Strike C2
181.215.18.78	Cobalt Strike C2
176.223.112.108	Cobalt Strike C2
47.121.130.60	Cobalt Strike C2
123.207.20.187	Cobalt Strike C2
156.238.249.5	Cobalt Strike C2
47.113.186.138	Cobalt Strike C2
119.91.64.59	Cobalt Strike C2
119.45.160.160	Cobalt Strike C2
114.132.150.96	Cobalt Strike C2
91.210.109.184	Cobalt Strike C2
64.81.114.251	Cobalt Strike C2
129.212.185.115	Cobalt Strike C2
18.168.199.109	Cobalt Strike C2
47.90.142.15	Cobalt Strike C2
195.65.41.209	Cobalt Strike C2
107.149.192.54	Cobalt Strike C2
43.138.0.179	Cobalt Strike C2
35.182.254.92	Cobalt Strike C2
152.32.202.240	Cobalt Strike C2
119.3.156.32	Cobalt Strike C2
103.171.35.26	Cobalt Strike C2
38.162.117.244	Cobalt Strike C2
47.109.48.57	Cobalt Strike C2
8.138.99.234	Cobalt Strike C2
121.40.18.128	Cobalt Strike C2
118.25.85.198	Cobalt Strike C2
144.124.234.143	Cobalt Strike C2
8.138.167.123	Cobalt Strike C2
108.165.228.132	Cobalt Strike C2
143.92.43.231	Cobalt Strike C2
47.109.145.121	Cobalt Strike C2
117.72.184.172	Cobalt Strike C2
150.187.25.242	Cobalt Strike C2
143.92.43.153	Cobalt Strike C2
117.72.102.110	Cobalt Strike C2
8.137.114.210	Cobalt Strike C2
173.44.62.141	Cobalt Strike C2
106.52.208.143	Cobalt Strike C2
45.115.236.152	Cobalt Strike C2
209.97.168.63	Cobalt Strike C2
8.219.76.168	Cobalt Strike C2
159.75.201.5	Cobalt Strike C2
45.32.37.156	Cobalt Strike C2
47.96.75.57	Cobalt Strike C2
5.182.210.126	Cobalt Strike C2
185.3.45.6	Cobalt Strike C2
81.70.186.19	Cobalt Strike C2
217.60.6.187	Cobalt Strike C2
49.233.32.31	Cobalt Strike C2
8.138.222.215	Cobalt Strike C2
172.167.21.213	Cobalt Strike C2
117.72.181.104	Cobalt Strike C2
49.235.177.231	Cobalt Strike C2
115.190.235.92	Cobalt Strike C2
52.180.145.239	Cobalt Strike C2
38.54.23.179	Cobalt Strike C2
129.226.212.179	Cobalt Strike C2
8.153.205.30	Cobalt Strike C2
106.75.224.31	Cobalt Strike C2
121.41.18.122	Cobalt Strike C2
13.251.28.170	Cobalt Strike C2
42.192.49.146	Cobalt Strike C2
13.39.18.150	Cobalt Strike C2
179.43.186.214	Cobalt Strike C2
34.203.199.106	Cobalt Strike C2
101.32.109.112	Cobalt Strike C2
47.116.208.81	Cobalt Strike C2
106.52.185.141	Cobalt Strike C2
8.159.146.72	Cobalt Strike C2
178.16.55.53	Cobalt Strike C2
115.190.160.206	Cobalt Strike C2
8.137.77.215	Cobalt Strike C2
43.155.252.158	Cobalt Strike C2
121.43.57.122	Cobalt Strike C2
163.44.196.179	Cobalt Strike C2
76.29.173.227	Covenant C2
106.51.106.81	Covenant C2
161.97.138.238	Covenant C2
216.126.227.140	Covenant C2
89.58.30.49	Covenant C2
144.91.125.213	Covenant C2
38.19.198.245	DarkComet Trojan
89.138.65.183	DarkComet Trojan
189.150.86.233	DarkComet Trojan
87.126.82.122	DarkComet Trojan
213.155.195.70	DarkComet Trojan
3.135.196.200	DarkComet Trojan
77.199.95.201	DarkComet Trojan
154.94.19.243	DarkComet Trojan
88.201.153.72	DarkComet Trojan
220.70.92.31	DarkComet Trojan
88.247.35.166	DarkComet Trojan
46.246.86.10	DcRAT
213.142.156.21	DcRAT
69.167.10.146	DcRAT
23.237.106.62	DcRAT
160.187.146.97	DcRAT
176.97.78.111	Deimos C2
92.34.34.196	Gh0st RAT Trojan
213.179.32.9	Gh0st RAT Trojan
88.129.241.65	Gh0st RAT Trojan
149.210.43.57	Gh0st RAT Trojan
45.207.213.205	Gh0st RAT Trojan
192.235.96.137	Gh0st RAT Trojan
94.191.187.105	Gh0st RAT Trojan
216.126.227.24	GoPhish
98.130.133.65	GoPhish
190.119.16.140	GoPhish
157.90.228.223	GoPhish
187.45.79.131	GoPhish
77.51.219.187	GoPhish
134.209.171.89	GoPhish
20.104.78.25	GoPhish
103.43.130.54	GoPhish
121.224.7.169	GoPhish
34.200.246.16	GoPhish
129.213.166.220	GoPhish
15.184.212.216	GoPhish
194.147.34.171	GoPhish
2.32.103.166	GoPhish
135.235.8.201	GoPhish
54.90.250.174	GoPhish
51.12.243.123	GoPhish
5.189.175.162	GoPhish
138.197.168.34	GoPhish
4.153.5.136	GoPhish
185.48.182.144	GoPhish
44.209.229.113	GoPhish
196.249.195.47	GoPhish
159.195.66.17	GoPhish
218.104.52.188	GoPhish
185.139.69.5	GoPhish
112.74.48.245	GoPhish
104.248.105.64	GoPhish
136.144.176.243	GoPhish
95.70.179.34	GoPhish
34.176.142.248	GoPhish
59.44.114.182	GoPhish
223.76.218.105	GoPhish
146.190.159.168	GoPhish
13.158.228.105	GoPhish
136.228.40.23	GoPhish
31.131.30.57	GoPhish
172.105.41.51	GoPhish
4.185.64.81	GoPhish
34.46.180.128	GoPhish
159.65.114.244	GoPhish
163.7.16.211	GoPhish
74.225.248.130	GoPhish
139.144.176.85	GoPhish
164.92.214.84	GoPhish
79.137.202.203	GoPhish
51.79.8.122	GoPhish
52.87.131.126	GoPhish
222.118.241.116	GoPhish
145.131.30.136	GoPhish
65.109.12.247	GoPhish
123.249.117.187	GoPhish
34.67.76.233	GoPhish
51.254.134.142	GoPhish
40.114.83.155	GoPhish
3.82.152.138	GoPhish
83.228.218.74	GoPhish
103.125.88.117	GoPhish
202.151.177.221	GoPhish
34.78.164.194	GoPhish
38.47.80.157	GoPhish
212.64.195.38	GoPhish
176.96.131.76	GoPhish
8.134.68.15	GoPhish
34.132.98.183	GoPhish
38.56.209.142	GoPhish
159.65.80.200	GoPhish
35.224.159.59	GoPhish
144.91.90.232	GoPhish
47.238.237.1	GoPhish
169.239.105.7	GoPhish
34.88.127.216	GoPhish
83.173.113.66	GoPhish
134.209.223.203	GoPhish
159.203.48.34	GoPhish
31.57.228.83	GoPhish
170.239.86.183	GoPhish
106.12.15.187	GoPhish
152.67.212.185	GoPhish
3.212.215.46	GoPhish
37.205.13.125	GoPhish
195.77.79.162	GoPhish
159.203.72.93	GoPhish
99.79.9.18	GoPhish
4.201.140.200	GoPhish
4.185.79.65	GoPhish
159.89.167.49	GoPhish
79.98.9.72	GoPhish
203.121.62.7	GoPhish
13.61.151.165	GoPhish
45.79.2.86	GoPhish
100.27.54.177	GoPhish
61.28.236.114	GoPhish
170.239.86.232	GoPhish
107.174.241.152	GoPhish
34.46.0.79	GoPhish
52.91.89.36	GoPhish
46.237.40.128	GoPhish
13.36.37.253	GoPhish
101.251.176.126	GoPhish
34.120.113.25	GoPhish
136.144.165.159	GoPhish
138.199.217.30	GoPhish
34.38.195.43	GoPhish
46.16.214.154	GoPhish
202.37.152.179	GoPhish
167.71.237.184	GoPhish
72.11.151.27	GoPhish
35.192.187.146	GoPhish
103.148.110.43	GoPhish
185.22.196.133	GoPhish
104.47.145.108	GoPhish
159.89.9.188	GoPhish
144.22.207.61	GoPhish
126.209.7.138	GoPhish
196.216.245.252	GoPhish
48.217.21.253	GoPhish
77.42.46.131	GoPhish
141.148.208.171	GoPhish
172.183.215.25	GoPhish
123.56.92.251	GoPhish
37.9.171.97	GoPhish
59.127.36.79	GoPhish
45.221.115.254	GoPhish
198.13.47.54	GoPhish
74.249.119.149	GoPhish
35.227.245.87	GoPhish
3.224.255.123	GoPhish
129.151.252.237	GoPhish
172.255.232.146	GoPhish
46.101.213.152	GoPhish
172.234.198.96	GoPhish
43.205.254.16	GoPhish
52.233.86.40	GoPhish
170.64.208.80	GoPhish
162.19.92.7	GoPhish
48.209.82.226	GoPhish
47.121.28.203	GoPhish
82.165.110.142	GoPhish
34.101.80.31	GoPhish
139.59.44.192	GoPhish
20.57.131.239	GoPhish
164.92.132.92	GoPhish
206.189.189.202	GoPhish
152.53.130.64	GoPhish
185.67.144.27	GoPhish
20.213.217.227	GoPhish
129.212.168.86	GoPhish
54.177.158.57	GoPhish
89.116.30.81	GoPhish
190.110.41.114	GoPhish
20.0.202.73	GoPhish
37.148.212.55	GoPhish
46.101.21.16	GoPhish
206.189.116.120	GoPhish
44.219.215.74	GoPhish
87.106.64.174	GoPhish
223.76.218.109	GoPhish
31.56.60.104	GoPhish
186.177.71.142	GoPhish
157.10.253.253	GoPhish
147.182.156.86	GoPhish
64.227.178.226	GoPhish
94.46.171.220	GoPhish
34.29.87.80	GoPhish
34.159.98.118	GoPhish
202.151.176.128	GoPhish
8.215.205.13	GoPhish
54.161.165.7	GoPhish
139.162.185.94	GoPhish
206.189.19.79	GoPhish
34.18.165.179	GoPhish
164.92.223.34	GoPhish
72.56.76.143	GoPhish
165.227.165.47	GoPhish
149.202.73.215	GoPhish
140.82.54.173	GoPhish
108.141.125.190	GoPhish
20.79.52.198	GoPhish
45.12.70.91	GoPhish
64.227.168.224	GoPhish
103.169.3.162	GoPhish
47.94.193.73	GoPhish
176.96.241.195	GoPhish
167.234.226.89	GoPhish
41.231.122.52	GoPhish
47.120.38.173	GoPhish
45.226.189.70	GoPhish
89.169.131.254	GoPhish
139.59.99.99	GoPhish
4.201.122.3	GoPhish
185.68.11.29	GoPhish
87.65.108.118	GoPhish
190.119.63.144	GoPhish
107.175.53.109	GoPhish
104.237.1.95	GoPhish
54.88.125.52	GoPhish
54.196.78.167	GoPhish
34.123.246.69	GoPhish
200.9.4.41	GoPhish
217.154.68.152	GoPhish
172.236.137.60	GoPhish
144.22.192.165	GoPhish
101.36.113.58	GoPhish
34.9.31.28	GoPhish
20.157.223.57	GoPhish
81.88.26.239	GoPhish
91.134.36.136	GoPhish
69.5.16.74	GoPhish
51.38.226.104	GoPhish
202.60.229.162	GoPhish
8.217.3.44	GoPhish
47.117.118.205	GoPhish
165.22.37.191	Hak5 Cloud C2
161.97.140.46	Hak5 Cloud C2
142.93.199.234	Hak5 Cloud C2
3.104.135.43	Hak5 Cloud C2
13.58.42.201	Hak5 Cloud C2
188.155.209.163	Hak5 Cloud C2
176.97.114.244	Hak5 Cloud C2
165.227.41.66	Hak5 Cloud C2
18.216.133.250	Hak5 Cloud C2
44.207.242.127	Hak5 Cloud C2
85.219.209.133	Hak5 Cloud C2
184.15.64.194	Hak5 Cloud C2
24.9.117.208	Hak5 Cloud C2
213.161.176.93	Hak5 Cloud C2
8.213.18.119	Hak5 Cloud C2
3.151.251.53	Hak5 Cloud C2
18.233.73.116	Hak5 Cloud C2
3.143.175.125	Hak5 Cloud C2
152.53.131.80	Hak5 Cloud C2
3.236.239.107	Hak5 Cloud C2
54.37.226.76	Hak5 Cloud C2
149.137.192.228	Hak5 Cloud C2
44.229.216.182	Hak5 Cloud C2
178.119.110.103	Hak5 Cloud C2
157.230.118.220	Hak5 Cloud C2
24.105.180.14	Hak5 Cloud C2
164.132.50.235	Hak5 Cloud C2
208.87.131.165	Hak5 Cloud C2
164.92.221.59	Hak5 Cloud C2
45.9.63.19	Hak5 Cloud C2
99.79.172.196	Hak5 Cloud C2
54.90.152.55	Hak5 Cloud C2
18.195.227.45	Hak5 Cloud C2
3.226.119.211	Hak5 Cloud C2
8.213.35.190	Hak5 Cloud C2
162.83.132.117	Hak5 Cloud C2
85.90.244.171	Hak5 Cloud C2
54.190.92.4	Hak5 Cloud C2
18.170.246.72	Hak5 Cloud C2
143.198.155.71	Hak5 Cloud C2
44.233.34.245	Hak5 Cloud C2
72.23.229.75	Hak5 Cloud C2
50.116.33.70	Hak5 Cloud C2
85.215.180.194	Hak5 Cloud C2
217.25.221.221	Hak5 Cloud C2
192.3.187.89	Hak5 Cloud C2
209.97.174.85	Hak5 Cloud C2
176.78.175.137	Hak5 Cloud C2
149.28.209.56	Hak5 Cloud C2
104.234.25.18	Hak5 Cloud C2
172.233.151.229	Hak5 Cloud C2
198.71.58.220	Hak5 Cloud C2
52.44.29.15	Hak5 Cloud C2
87.106.203.84	Hak5 Cloud C2
138.2.136.23	Hak5 Cloud C2
212.34.136.14	Hak5 Cloud C2
104.248.139.111	Hak5 Cloud C2
15.161.176.25	Hak5 Cloud C2
167.172.122.8	Hak5 Cloud C2
35.179.73.255	Hak5 Cloud C2
54.185.235.168	Hak5 Cloud C2
34.72.114.209	Hak5 Cloud C2
74.50.89.212	Hak5 Cloud C2
3.10.24.207	Hak5 Cloud C2
13.93.233.43	Hak5 Cloud C2
3.10.70.226	Hak5 Cloud C2
5.1.100.217	Hak5 Cloud C2
13.37.135.154	Hak5 Cloud C2
74.208.201.158	Hak5 Cloud C2
54.80.190.97	Hak5 Cloud C2
3.15.211.77	Hak5 Cloud C2
92.63.163.8	Hak5 Cloud C2
128.65.199.205	Hak5 Cloud C2
68.183.156.215	Hak5 Cloud C2
35.166.57.84	Hak5 Cloud C2
18.220.193.242	Hak5 Cloud C2
20.234.166.219	Hak5 Cloud C2
54.71.126.189	Hak5 Cloud C2
95.82.0.207	Hak5 Cloud C2
94.185.79.214	Hak5 Cloud C2
152.67.58.223	Hak5 Cloud C2
172.105.26.151	Hak5 Cloud C2
3.224.110.21	Hak5 Cloud C2
95.179.152.61	Hak5 Cloud C2
31.220.92.21	Hak5 Cloud C2
208.72.84.151	Hak5 Cloud C2
192.227.249.141	Hak5 Cloud C2
194.87.161.238	Hak5 Cloud C2
35.226.155.176	Hak5 Cloud C2
212.227.181.41	Hak5 Cloud C2
213.109.162.38	Hak5 Cloud C2
67.205.158.194	Hak5 Cloud C2
23.21.105.248	Hak5 Cloud C2
151.80.57.49	Hak5 Cloud C2
71.131.51.37	Hak5 Cloud C2
84.247.13.17	Hak5 Cloud C2
51.68.220.158	Hak5 Cloud C2
45.77.200.160	Hak5 Cloud C2
34.205.200.160	Hak5 Cloud C2
52.54.42.29	Hak5 Cloud C2
146.71.14.7	Hak5 Cloud C2
54.167.65.206	Hak5 Cloud C2
20.188.119.195	Havoc C2
52.59.255.232	Havoc C2
47.83.134.97	Havoc C2
188.166.167.159	Havoc C2
144.124.243.208	Havoc C2
201.92.133.149	Havoc C2
40.66.42.246	Havoc C2
177.124.72.24	Havoc C2
128.140.91.58	Havoc C2
185.215.54.195	Havoc C2
3.109.153.237	Havoc C2
188.166.156.56	Havoc C2
194.69.162.205	Havoc C2
161.35.176.231	Havoc C2
44.250.6.34	Havoc C2
164.92.79.49	Havoc C2
167.114.113.96	Havoc C2
5.182.33.151	Havoc C2
45.76.104.112	Havoc C2
217.154.162.45	Havoc C2
159.203.143.205	Havoc C2
52.38.110.204	Havoc C2
80.78.30.192	Havoc C2
212.132.68.79	Havoc C2
167.86.110.155	Havoc C2
195.24.237.166	Havoc C2
34.219.200.70	Havoc C2
161.35.239.147	Havoc C2
34.209.232.97	Havoc C2
78.128.99.206	Havoc C2
185.208.159.162	Havoc C2
23.254.215.118	Havoc C2
51.81.171.234	Havoc C2
94.183.168.33	Hookbot
192.253.234.63	Hookbot
156.238.243.16	Hookbot
178.16.52.64	Hookbot
3.29.230.70	Metasploit Framework C2
108.136.149.145	Metasploit Framework C2
3.15.223.93	Metasploit Framework C2
202.56.160.190	Metasploit Framework C2
51.85.37.68	Metasploit Framework C2
165.227.136.106	Metasploit Framework C2
216.250.125.45	Metasploit Framework C2
54.67.54.239	Metasploit Framework C2
3.28.131.57	Metasploit Framework C2
35.159.40.10	Metasploit Framework C2
18.101.39.255	Metasploit Framework C2
54.216.57.124	Metasploit Framework C2
35.152.180.117	Metasploit Framework C2
158.252.83.111	Metasploit Framework C2
185.39.19.247	Metasploit Framework C2
162.55.91.224	Metasploit Framework C2
56.155.131.251	Metasploit Framework C2
54.65.70.231	Metasploit Framework C2
184.185.107.7	Metasploit Framework C2
168.245.203.153	Metasploit Framework C2
104.219.232.178	Metasploit Framework C2
34.247.56.210	Metasploit Framework C2
15.161.153.242	Metasploit Framework C2
45.13.227.61	Metasploit Framework C2
3.26.202.156	Metasploit Framework C2
18.143.170.39	Metasploit Framework C2
52.195.227.248	Metasploit Framework C2
138.197.18.115	Metasploit Framework C2
43.240.223.126	Metasploit Framework C2
35.182.148.172	Metasploit Framework C2
45.227.254.130	Metasploit Framework C2
43.205.139.181	Metasploit Framework C2
44.223.48.80	Metasploit Framework C2
49.232.236.39	Metasploit Framework C2
51.34.23.122	Metasploit Framework C2
168.245.202.104	Metasploit Framework C2
207.246.93.127	Metasploit Framework C2
18.179.12.21	Metasploit Framework C2
47.99.124.12	Metasploit Framework C2
195.154.203.12	Metasploit Framework C2
16.50.205.21	Metasploit Framework C2
54.180.127.65	Metasploit Framework C2
16.170.234.128	Metasploit Framework C2
54.169.81.144	Metasploit Framework C2
