ip	tag
156.227.233.153	Cobalt Strike C2
154.92.15.229	Cobalt Strike C2
152.32.202.240	Cobalt Strike C2
167.88.168.76	Cobalt Strike C2
152.32.157.188	Cobalt Strike C2
8.137.77.215	Cobalt Strike C2
154.219.104.36	Cobalt Strike C2
120.48.43.140	Cobalt Strike C2
165.154.236.235	Cobalt Strike C2
52.156.27.122	Cobalt Strike C2
38.147.170.119	Cobalt Strike C2
20.81.164.109	Cobalt Strike C2
208.87.203.26	Cobalt Strike C2
42.51.34.56	Cobalt Strike C2
143.92.43.153	Cobalt Strike C2
185.3.45.6	Cobalt Strike C2
120.78.230.178	Cobalt Strike C2
106.55.60.141	Cobalt Strike C2
39.106.35.19	Cobalt Strike C2
38.147.170.204	Cobalt Strike C2
118.25.91.151	Cobalt Strike C2
45.200.17.43	Cobalt Strike C2
101.43.166.60	Cobalt Strike C2
93.95.97.102	Cobalt Strike C2
8.137.161.14	Cobalt Strike C2
110.42.232.120	Cobalt Strike C2
81.69.98.230	Cobalt Strike C2
39.105.136.189	Cobalt Strike C2
107.174.142.52	Cobalt Strike C2
47.109.48.57	Cobalt Strike C2
117.72.102.110	Cobalt Strike C2
43.143.14.204	Cobalt Strike C2
47.245.90.197	Cobalt Strike C2
134.209.96.42	Cobalt Strike C2
106.52.208.143	Cobalt Strike C2
47.120.70.161	Cobalt Strike C2
47.92.78.31	Cobalt Strike C2
18.171.177.177	Cobalt Strike C2
129.204.103.151	Cobalt Strike C2
15.228.3.86	Cobalt Strike C2
38.60.125.228	Cobalt Strike C2
143.198.52.197	Cobalt Strike C2
47.100.168.4	Cobalt Strike C2
34.19.22.113	Cobalt Strike C2
124.220.48.168	Cobalt Strike C2
208.87.203.44	Cobalt Strike C2
8.153.97.202	Cobalt Strike C2
114.132.150.96	Cobalt Strike C2
8.130.26.216	Cobalt Strike C2
185.195.65.55	Cobalt Strike C2
47.116.17.233	Cobalt Strike C2
101.35.109.246	Cobalt Strike C2
124.221.210.150	Cobalt Strike C2
115.120.245.134	Cobalt Strike C2
143.92.43.246	Cobalt Strike C2
112.125.88.176	Cobalt Strike C2
154.201.74.112	Cobalt Strike C2
193.200.134.73	Cobalt Strike C2
137.220.194.49	Cobalt Strike C2
47.117.143.185	Cobalt Strike C2
156.234.101.186	Cobalt Strike C2
81.70.37.146	Cobalt Strike C2
138.226.236.42	Cobalt Strike C2
47.109.145.121	Cobalt Strike C2
103.171.35.26	Cobalt Strike C2
150.158.170.241	Cobalt Strike C2
68.64.177.221	Cobalt Strike C2
120.24.169.38	Cobalt Strike C2
124.222.32.224	Cobalt Strike C2
39.107.85.83	Cobalt Strike C2
101.37.100.133	Cobalt Strike C2
47.109.201.173	Cobalt Strike C2
121.41.167.80	Cobalt Strike C2
49.233.32.31	Cobalt Strike C2
107.172.86.55	Cobalt Strike C2
8.218.173.23	Cobalt Strike C2
107.149.163.137	Cobalt Strike C2
128.199.86.145	Cobalt Strike C2
211.184.175.246	Cobalt Strike C2
43.155.252.158	Cobalt Strike C2
143.92.43.231	Cobalt Strike C2
117.72.206.39	Cobalt Strike C2
20.51.193.170	Cobalt Strike C2
121.41.18.122	Cobalt Strike C2
47.113.186.138	Cobalt Strike C2
103.149.93.146	Cobalt Strike C2
217.138.215.82	Cobalt Strike C2
36.111.166.231	Cobalt Strike C2
36.134.91.64	Cobalt Strike C2
152.32.251.78	Cobalt Strike C2
124.220.164.98	Cobalt Strike C2
35.231.121.102	Cobalt Strike C2
106.54.239.134	Cobalt Strike C2
47.92.90.193	Cobalt Strike C2
47.98.134.252	Cobalt Strike C2
122.51.46.102	Cobalt Strike C2
49.235.177.231	Cobalt Strike C2
8.138.222.215	Cobalt Strike C2
34.56.42.78	Cobalt Strike C2
8.148.5.67	Cobalt Strike C2
8.152.99.85	Cobalt Strike C2
82.156.2.112	Cobalt Strike C2
43.153.222.28	Cobalt Strike C2
24.199.124.37	Cobalt Strike C2
118.25.85.198	Cobalt Strike C2
38.190.224.63	Cobalt Strike C2
8.137.77.49	Cobalt Strike C2
81.71.159.99	Cobalt Strike C2
101.34.82.37	Cobalt Strike C2
194.14.217.125	Cobalt Strike C2
165.154.225.239	Cobalt Strike C2
117.72.242.9	Cobalt Strike C2
47.97.113.42	Cobalt Strike C2
101.32.109.112	Cobalt Strike C2
8.137.70.120	Cobalt Strike C2
45.204.216.24	Cobalt Strike C2
120.79.229.151	Cobalt Strike C2
195.65.41.209	Cobalt Strike C2
124.70.100.149	Cobalt Strike C2
111.228.3.39	Cobalt Strike C2
83.229.126.183	Cobalt Strike C2
47.121.130.60	Cobalt Strike C2
111.230.38.222	Cobalt Strike C2
43.138.0.179	Cobalt Strike C2
20.172.239.49	Cobalt Strike C2
158.94.208.29	Cobalt Strike C2
179.43.186.223	Cobalt Strike C2
117.72.222.203	Cobalt Strike C2
119.29.107.2	Cobalt Strike C2
8.138.167.123	Cobalt Strike C2
120.48.50.33	Cobalt Strike C2
81.70.158.144	Cobalt Strike C2
136.115.102.225	Cobalt Strike C2
107.149.192.54	Cobalt Strike C2
111.92.243.97	Cobalt Strike C2
5.182.210.126	Cobalt Strike C2
129.226.212.179	Cobalt Strike C2
156.238.233.21	Cobalt Strike C2
8.148.194.157	Cobalt Strike C2
117.72.175.125	Cobalt Strike C2
160.250.128.197	Cobalt Strike C2
42.51.39.153	Cobalt Strike C2
118.89.81.201	Cobalt Strike C2
13.251.28.170	Cobalt Strike C2
47.122.1.243	Cobalt Strike C2
156.233.233.134	Cobalt Strike C2
124.221.255.4	Cobalt Strike C2
129.212.185.115	Cobalt Strike C2
124.223.114.203	Cobalt Strike C2
121.40.18.128	Cobalt Strike C2
47.93.28.103	Cobalt Strike C2
208.87.203.19	Cobalt Strike C2
59.110.28.230	Cobalt Strike C2
222.255.214.236	Cobalt Strike C2
208.87.204.40	Cobalt Strike C2
94.156.119.170	Cobalt Strike C2
117.72.184.172	Cobalt Strike C2
156.234.121.183	Cobalt Strike C2
160.202.247.245	Cobalt Strike C2
154.198.49.6	Cobalt Strike C2
43.133.41.106	Cobalt Strike C2
8.153.205.30	Cobalt Strike C2
47.107.136.106	Cobalt Strike C2
124.71.32.19	Cobalt Strike C2
62.234.150.115	Cobalt Strike C2
192.252.187.60	Cobalt Strike C2
115.190.178.249	Cobalt Strike C2
106.75.224.31	Cobalt Strike C2
42.192.49.146	Cobalt Strike C2
47.239.188.48	Cobalt Strike C2
38.147.172.78	Cobalt Strike C2
150.158.119.242	Cobalt Strike C2
8.138.120.80	Cobalt Strike C2
124.221.32.87	Cobalt Strike C2
103.171.35.66	Cobalt Strike C2
81.70.255.195	Cobalt Strike C2
38.162.117.244	Cobalt Strike C2
77.83.207.218	Cobalt Strike C2
114.66.58.48	Cobalt Strike C2
196.251.69.253	Cobalt Strike C2
39.104.78.25	Cobalt Strike C2
115.190.235.92	Cobalt Strike C2
171.244.143.184	Cobalt Strike C2
172.167.21.213	Cobalt Strike C2
47.121.135.201	Cobalt Strike C2
116.62.226.163	Cobalt Strike C2
43.156.74.19	Cobalt Strike C2
47.115.45.206	Cobalt Strike C2
129.28.85.210	Cobalt Strike C2
8.137.114.210	Cobalt Strike C2
117.72.199.157	Cobalt Strike C2
23.248.214.6	Cobalt Strike C2
82.157.235.117	Cobalt Strike C2
47.121.193.38	Cobalt Strike C2
43.153.150.122	Cobalt Strike C2
40.77.86.17	Cobalt Strike C2
206.189.158.172	Cobalt Strike C2
104.42.26.171	Cobalt Strike C2
101.43.91.156	Cobalt Strike C2
45.115.236.152	Cobalt Strike C2
85.158.108.190	Cobalt Strike C2
140.143.194.253	Cobalt Strike C2
159.75.221.127	Cobalt Strike C2
43.139.169.60	Cobalt Strike C2
108.165.228.132	Cobalt Strike C2
87.120.93.66	Cobalt Strike C2
165.154.244.73	Cobalt Strike C2
121.41.116.254	Cobalt Strike C2
125.227.175.19	Cobalt Strike C2
116.198.233.179	Cobalt Strike C2
122.51.93.94	Cobalt Strike C2
121.43.57.122	Cobalt Strike C2
49.233.204.250	Cobalt Strike C2
42.192.49.72	Cobalt Strike C2
8.155.0.238	Cobalt Strike C2
193.112.84.248	Cobalt Strike C2
45.74.36.117	Cobalt Strike C2
36.139.202.127	Cobalt Strike C2
101.42.31.153	Cobalt Strike C2
83.229.126.65	Cobalt Strike C2
119.3.159.206	Cobalt Strike C2
156.245.248.173	Cobalt Strike C2
124.221.215.174	Cobalt Strike C2
150.187.25.242	Cobalt Strike C2
182.92.239.94	Cobalt Strike C2
115.190.161.178	Cobalt Strike C2
180.76.141.175	Cobalt Strike C2
208.87.205.54	Cobalt Strike C2
18.168.199.109	Cobalt Strike C2
111.228.55.96	Cobalt Strike C2
167.179.73.103	Cobalt Strike C2
47.121.136.179	Cobalt Strike C2
8.155.161.181	Cobalt Strike C2
88.214.50.149	Cobalt Strike C2
185.170.215.191	Covenant C2
85.215.221.231	Covenant C2
185.137.92.3	Covenant C2
144.91.125.213	Covenant C2
155.94.144.226	Covenant C2
154.44.10.42	Covenant C2
159.223.201.35	Covenant C2
89.58.30.49	Covenant C2
40.81.29.145	DarkComet Trojan
88.201.153.72	DarkComet Trojan
88.247.35.166	DarkComet Trojan
45.152.243.178	DarkComet Trojan
79.100.80.211	DarkComet Trojan
222.112.20.121	DarkComet Trojan
198.135.48.134	DarkComet Trojan
220.70.92.31	DarkComet Trojan
213.155.195.70	DarkComet Trojan
189.150.99.77	DarkComet Trojan
87.126.82.122	DarkComet Trojan
38.19.198.245	DarkComet Trojan
77.199.95.201	DarkComet Trojan
93.183.124.59	DarkComet Trojan
95.172.113.169	DarkComet Trojan
137.220.154.104	DcRAT
172.111.198.225	DcRAT
103.180.236.220	DcRAT
23.237.106.62	DcRAT
156.247.41.70	DcRAT
137.220.154.120	DcRAT
48.209.82.191	DcRAT
86.54.42.245	DcRAT
176.97.78.111	Deimos C2
213.179.32.9	Gh0st RAT Trojan
217.95.29.167	Gh0st RAT Trojan
94.191.187.105	Gh0st RAT Trojan
51.75.85.20	Gh0st RAT Trojan
189.40.200.58	Gh0st RAT Trojan
92.34.35.119	Gh0st RAT Trojan
221.194.189.238	Gh0st RAT Trojan
88.129.241.65	Gh0st RAT Trojan
149.210.44.219	Gh0st RAT Trojan
34.120.113.25	GoPhish
159.65.80.200	GoPhish
34.16.45.18	GoPhish
196.249.195.47	GoPhish
82.165.110.142	GoPhish
35.223.103.96	GoPhish
47.109.182.236	GoPhish
5.252.177.60	GoPhish
34.18.165.179	GoPhish
163.47.9.13	GoPhish
54.177.158.57	GoPhish
185.68.11.29	GoPhish
64.20.56.123	GoPhish
45.79.2.86	GoPhish
106.12.15.187	GoPhish
103.125.88.117	GoPhish
48.217.21.253	GoPhish
72.56.76.143	GoPhish
195.77.79.162	GoPhish
202.10.45.245	GoPhish
165.227.165.47	GoPhish
212.64.195.38	GoPhish
34.46.0.79	GoPhish
167.234.226.89	GoPhish
210.243.90.35	GoPhish
159.203.72.93	GoPhish
34.29.87.80	GoPhish
20.104.78.25	GoPhish
147.182.156.86	GoPhish
34.38.195.43	GoPhish
129.213.166.220	GoPhish
104.248.24.98	GoPhish
83.173.113.66	GoPhish
104.248.105.64	GoPhish
170.239.86.183	GoPhish
87.65.108.118	GoPhish
48.209.82.226	GoPhish
129.151.252.237	GoPhish
103.169.3.162	GoPhish
157.90.231.173	GoPhish
104.47.145.108	GoPhish
120.26.207.29	GoPhish
218.104.52.188	GoPhish
162.19.92.7	GoPhish
79.137.248.131	GoPhish
13.61.112.93	GoPhish
42.193.219.158	GoPhish
52.78.214.5	GoPhish
206.189.19.79	GoPhish
36.154.179.148	GoPhish
185.22.196.133	GoPhish
34.122.149.58	GoPhish
206.189.116.120	GoPhish
4.152.40.32	GoPhish
112.74.48.245	GoPhish
103.103.23.161	GoPhish
202.144.144.92	GoPhish
34.123.246.69	GoPhish
196.216.245.252	GoPhish
159.203.70.73	GoPhish
167.172.182.247	GoPhish
81.90.226.110	GoPhish
20.157.223.57	GoPhish
107.174.241.152	GoPhish
206.189.189.202	GoPhish
169.239.105.7	GoPhish
39.103.98.20	GoPhish
223.76.218.109	GoPhish
54.155.189.199	GoPhish
4.201.122.3	GoPhish
34.101.34.177	GoPhish
194.147.34.171	GoPhish
159.203.48.34	GoPhish
159.65.114.244	GoPhish
123.56.92.251	GoPhish
38.47.80.157	GoPhish
167.71.237.184	GoPhish
18.142.26.235	GoPhish
38.56.209.142	GoPhish
213.199.35.51	GoPhish
47.109.94.147	GoPhish
59.44.114.182	GoPhish
185.145.148.80	GoPhish
13.36.37.253	GoPhish
35.192.187.146	GoPhish
3.212.215.46	GoPhish
47.250.112.192	GoPhish
144.22.207.61	GoPhish
145.131.30.136	GoPhish
217.154.68.152	GoPhish
141.148.208.171	GoPhish
77.222.37.207	GoPhish
52.87.131.126	GoPhish
172.234.198.96	GoPhish
170.64.208.80	GoPhish
139.144.176.85	GoPhish
146.190.159.168	GoPhish
52.71.196.198	GoPhish
164.92.223.34	GoPhish
196.249.195.58	GoPhish
190.119.63.144	GoPhish
139.162.185.94	GoPhish
134.209.171.89	GoPhish
87.106.64.174	GoPhish
165.232.118.106	GoPhish
13.127.23.22	GoPhish
35.224.159.59	GoPhish
108.141.125.190	GoPhish
4.153.5.136	GoPhish
34.200.163.136	GoPhish
201.234.38.193	GoPhish
99.79.9.18	GoPhish
89.104.66.63	GoPhish
121.36.195.178	GoPhish
3.82.152.138	GoPhish
20.0.202.73	GoPhish
15.223.51.57	GoPhish
101.251.176.126	GoPhish
35.227.245.87	GoPhish
64.227.178.226	GoPhish
52.72.75.102	GoPhish
47.113.145.18	GoPhish
203.121.62.7	GoPhish
134.65.237.26	GoPhish
190.110.41.114	GoPhish
144.22.192.165	GoPhish
138.199.217.30	GoPhish
4.185.64.81	GoPhish
52.233.86.40	GoPhish
134.199.218.157	GoPhish
40.114.83.155	GoPhish
15.184.212.216	GoPhish
34.132.98.183	GoPhish
159.89.9.188	GoPhish
139.59.239.171	GoPhish
121.224.7.169	GoPhish
45.225.129.50	GoPhish
139.59.99.99	GoPhish
157.90.228.223	GoPhish
45.12.70.91	GoPhish
202.37.152.179	GoPhish
20.157.75.32	GoPhish
34.200.246.16	GoPhish
190.119.16.140	GoPhish
152.53.130.64	GoPhish
45.228.68.25	GoPhish
138.197.168.34	GoPhish
163.7.16.211	GoPhish
47.94.193.73	GoPhish
136.228.40.23	GoPhish
37.205.13.125	GoPhish
46.101.21.16	GoPhish
129.212.168.86	GoPhish
141.94.207.199	GoPhish
120.25.123.213	GoPhish
117.190.245.135	GoPhish
135.222.142.94	GoPhish
20.213.217.227	GoPhish
31.56.60.104	GoPhish
200.155.28.217	GoPhish
47.245.60.33	GoPhish
44.219.215.74	GoPhish
69.5.16.74	GoPhish
34.101.80.31	GoPhish
45.226.189.70	GoPhish
222.118.241.116	GoPhish
94.46.171.220	GoPhish
35.219.80.69	GoPhish
161.132.54.23	GoPhish
159.198.36.84	GoPhish
136.144.176.243	GoPhish
79.98.9.72	GoPhish
136.144.165.159	GoPhish
31.57.228.83	GoPhish
139.59.44.192	GoPhish
172.105.41.51	GoPhish
98.130.133.65	GoPhish
152.67.212.185	GoPhish
39.100.65.4	GoPhish
202.151.177.221	GoPhish
159.89.167.49	GoPhish
89.169.131.254	GoPhish
157.10.253.253	GoPhish
168.138.228.68	GoPhish
20.79.52.198	GoPhish
34.252.217.241	GoPhish
134.209.223.203	GoPhish
41.231.122.52	GoPhish
4.185.79.65	GoPhish
172.255.232.146	GoPhish
35.226.115.235	GoPhish
47.120.38.173	GoPhish
57.130.17.92	GoPhish
34.9.31.28	GoPhish
34.68.246.7	GoPhish
178.62.216.158	GoPhish
34.46.180.128	GoPhish
103.148.110.43	GoPhish
172.236.137.60	GoPhish
78.46.167.21	GoPhish
5.189.175.162	GoPhish
185.67.144.27	GoPhish
158.160.7.242	GoPhish
13.158.228.105	GoPhish
51.12.243.123	GoPhish
164.92.132.92	GoPhish
3.10.70.226	Hak5 Cloud C2
85.219.209.133	Hak5 Cloud C2
217.25.221.221	Hak5 Cloud C2
3.66.145.34	Hak5 Cloud C2
3.143.175.125	Hak5 Cloud C2
54.80.190.97	Hak5 Cloud C2
8.213.18.119	Hak5 Cloud C2
161.97.140.46	Hak5 Cloud C2
44.207.242.127	Hak5 Cloud C2
54.90.152.55	Hak5 Cloud C2
188.155.209.163	Hak5 Cloud C2
142.93.199.234	Hak5 Cloud C2
54.71.126.189	Hak5 Cloud C2
44.226.160.77	Hak5 Cloud C2
176.97.114.244	Hak5 Cloud C2
143.198.155.71	Hak5 Cloud C2
71.131.51.37	Hak5 Cloud C2
54.167.65.206	Hak5 Cloud C2
34.205.200.160	Hak5 Cloud C2
18.170.246.72	Hak5 Cloud C2
95.82.0.207	Hak5 Cloud C2
45.77.200.160	Hak5 Cloud C2
5.1.100.217	Hak5 Cloud C2
52.54.42.29	Hak5 Cloud C2
165.227.223.105	Hak5 Cloud C2
44.232.3.13	Hak5 Cloud C2
138.2.136.23	Hak5 Cloud C2
3.15.211.77	Hak5 Cloud C2
74.50.89.212	Hak5 Cloud C2
212.34.136.14	Hak5 Cloud C2
35.179.73.255	Hak5 Cloud C2
44.233.34.245	Hak5 Cloud C2
164.92.221.59	Hak5 Cloud C2
4.251.111.177	Hak5 Cloud C2
104.234.25.18	Hak5 Cloud C2
18.233.73.116	Hak5 Cloud C2
213.109.162.38	Hak5 Cloud C2
83.135.119.102	Hak5 Cloud C2
212.227.181.41	Hak5 Cloud C2
3.10.24.207	Hak5 Cloud C2
34.72.114.209	Hak5 Cloud C2
13.58.42.201	Hak5 Cloud C2
178.254.39.86	Hak5 Cloud C2
172.105.26.151	Hak5 Cloud C2
140.238.208.140	Hak5 Cloud C2
96.246.38.83	Hak5 Cloud C2
174.138.33.113	Hak5 Cloud C2
194.87.161.238	Hak5 Cloud C2
68.183.156.215	Hak5 Cloud C2
128.65.199.205	Hak5 Cloud C2
74.208.201.158	Hak5 Cloud C2
72.23.229.75	Hak5 Cloud C2
24.9.117.208	Hak5 Cloud C2
164.132.50.235	Hak5 Cloud C2
165.227.41.66	Hak5 Cloud C2
3.224.110.21	Hak5 Cloud C2
176.78.175.137	Hak5 Cloud C2
18.216.133.250	Hak5 Cloud C2
13.70.178.31	Hak5 Cloud C2
46.224.40.91	Hak5 Cloud C2
54.37.226.76	Hak5 Cloud C2
83.135.113.128	Hak5 Cloud C2
151.80.57.49	Hak5 Cloud C2
104.248.139.111	Hak5 Cloud C2
192.227.249.141	Hak5 Cloud C2
3.13.238.127	Hak5 Cloud C2
51.68.220.158	Hak5 Cloud C2
54.146.236.153	Hak5 Cloud C2
3.226.119.211	Hak5 Cloud C2
198.58.253.61	Hak5 Cloud C2
23.21.105.248	Hak5 Cloud C2
3.104.135.43	Hak5 Cloud C2
83.135.117.198	Hak5 Cloud C2
52.2.192.226	Hak5 Cloud C2
52.44.29.15	Hak5 Cloud C2
15.161.176.25	Hak5 Cloud C2
213.161.176.93	Hak5 Cloud C2
67.205.158.194	Hak5 Cloud C2
157.230.118.220	Hak5 Cloud C2
99.79.172.196	Hak5 Cloud C2
20.234.166.219	Hak5 Cloud C2
85.215.180.194	Hak5 Cloud C2
