ip	tag
42.192.49.146	Cobalt Strike C2
37.120.234.23	Cobalt Strike C2
43.138.0.179	Cobalt Strike C2
13.41.96.167	Cobalt Strike C2
4.157.249.247	Cobalt Strike C2
121.41.18.122	Cobalt Strike C2
38.49.57.15	Cobalt Strike C2
209.146.113.15	Cobalt Strike C2
39.105.61.160	Cobalt Strike C2
47.92.148.108	Cobalt Strike C2
47.122.119.55	Cobalt Strike C2
143.92.43.246	Cobalt Strike C2
143.92.43.231	Cobalt Strike C2
52.180.145.239	Cobalt Strike C2
18.119.116.151	Cobalt Strike C2
103.178.57.244	Cobalt Strike C2
39.107.242.125	Cobalt Strike C2
43.154.190.128	Cobalt Strike C2
106.13.29.104	Cobalt Strike C2
118.25.147.157	Cobalt Strike C2
111.231.116.164	Cobalt Strike C2
129.204.103.151	Cobalt Strike C2
24.199.124.37	Cobalt Strike C2
151.243.18.176	Cobalt Strike C2
165.154.236.235	Cobalt Strike C2
8.153.97.202	Cobalt Strike C2
47.105.36.109	Cobalt Strike C2
104.223.57.30	Cobalt Strike C2
124.156.113.135	Cobalt Strike C2
154.201.68.228	Cobalt Strike C2
118.31.18.77	Cobalt Strike C2
101.43.166.60	Cobalt Strike C2
165.245.143.128	Cobalt Strike C2
165.245.141.24	Cobalt Strike C2
217.60.6.187	Cobalt Strike C2
129.226.212.179	Cobalt Strike C2
143.92.43.153	Cobalt Strike C2
172.190.244.213	Cobalt Strike C2
114.132.217.187	Cobalt Strike C2
155.94.170.180	Cobalt Strike C2
45.89.52.217	Cobalt Strike C2
43.139.169.60	Cobalt Strike C2
193.112.84.248	Cobalt Strike C2
121.40.18.128	Cobalt Strike C2
41.216.189.46	Cobalt Strike C2
39.105.193.156	Cobalt Strike C2
38.162.117.244	Cobalt Strike C2
129.212.185.115	Cobalt Strike C2
117.72.102.110	Cobalt Strike C2
47.98.165.119	Cobalt Strike C2
124.71.109.52	Cobalt Strike C2
116.62.226.163	Cobalt Strike C2
117.72.181.104	Cobalt Strike C2
179.43.186.214	Cobalt Strike C2
117.72.56.12	Cobalt Strike C2
106.52.208.143	Cobalt Strike C2
47.242.129.79	Cobalt Strike C2
45.115.236.152	Cobalt Strike C2
8.138.167.123	Cobalt Strike C2
68.64.176.42	Cobalt Strike C2
142.171.239.251	Cobalt Strike C2
120.48.50.33	Cobalt Strike C2
8.137.77.215	Cobalt Strike C2
51.250.16.184	Cobalt Strike C2
185.15.187.55	Cobalt Strike C2
172.208.108.15	Cobalt Strike C2
111.228.3.39	Cobalt Strike C2
180.97.215.152	Cobalt Strike C2
156.238.249.5	Cobalt Strike C2
83.229.125.215	Cobalt Strike C2
38.60.199.127	Cobalt Strike C2
107.149.192.54	Cobalt Strike C2
1.13.175.24	Cobalt Strike C2
47.121.131.91	Cobalt Strike C2
83.229.126.183	Cobalt Strike C2
120.24.169.38	Cobalt Strike C2
106.12.33.230	Cobalt Strike C2
81.69.98.230	Cobalt Strike C2
38.60.214.166	Cobalt Strike C2
83.229.123.61	Cobalt Strike C2
47.116.208.81	Cobalt Strike C2
107.174.95.25	Cobalt Strike C2
134.122.140.185	Cobalt Strike C2
38.147.172.196	Cobalt Strike C2
20.186.68.60	Cobalt Strike C2
114.66.38.114	Cobalt Strike C2
108.165.228.132	Cobalt Strike C2
176.223.112.108	Cobalt Strike C2
13.40.184.42	Cobalt Strike C2
152.32.251.78	Cobalt Strike C2
101.35.92.115	Cobalt Strike C2
8.138.222.215	Cobalt Strike C2
210.16.168.11	Cobalt Strike C2
49.234.14.244	Cobalt Strike C2
49.235.84.148	Cobalt Strike C2
103.241.72.221	Cobalt Strike C2
85.158.108.190	Cobalt Strike C2
173.44.62.141	Cobalt Strike C2
110.42.67.208	Cobalt Strike C2
38.148.203.82	Cobalt Strike C2
192.140.163.165	Cobalt Strike C2
43.139.185.214	Cobalt Strike C2
20.81.164.199	Cobalt Strike C2
34.203.199.106	Cobalt Strike C2
120.79.229.151	Cobalt Strike C2
106.55.154.4	Cobalt Strike C2
101.43.91.156	Cobalt Strike C2
47.93.28.103	Cobalt Strike C2
116.198.41.59	Cobalt Strike C2
117.72.178.246	Cobalt Strike C2
43.161.245.186	Cobalt Strike C2
144.124.255.102	Cobalt Strike C2
103.23.149.233	Cobalt Strike C2
113.44.67.52	Cobalt Strike C2
106.38.201.95	Cobalt Strike C2
16.52.68.199	Cobalt Strike C2
64.81.114.251	Cobalt Strike C2
106.75.224.31	Cobalt Strike C2
49.235.177.231	Cobalt Strike C2
36.111.166.231	Cobalt Strike C2
115.190.161.178	Cobalt Strike C2
151.243.95.233	Cobalt Strike C2
167.172.92.207	Cobalt Strike C2
34.68.221.226	Cobalt Strike C2
82.158.225.88	Cobalt Strike C2
156.245.248.173	Cobalt Strike C2
146.190.171.156	Cobalt Strike C2
139.196.41.201	Cobalt Strike C2
121.229.205.238	Cobalt Strike C2
39.98.48.153	Cobalt Strike C2
8.153.205.30	Cobalt Strike C2
159.75.201.5	Cobalt Strike C2
47.79.88.143	Cobalt Strike C2
81.70.37.146	Cobalt Strike C2
23.94.232.137	Cobalt Strike C2
83.229.121.82	Cobalt Strike C2
52.91.141.114	Cobalt Strike C2
47.109.198.8	Cobalt Strike C2
76.29.173.227	Covenant C2
216.126.227.140	Covenant C2
106.51.106.81	Covenant C2
95.173.174.117	Covenant C2
161.97.138.238	Covenant C2
85.158.57.170	Covenant C2
144.91.125.213	Covenant C2
89.58.30.49	Covenant C2
185.80.53.22	DarkComet Trojan
159.224.83.160	DarkComet Trojan
87.126.82.122	DarkComet Trojan
3.135.196.200	DarkComet Trojan
77.199.95.201	DarkComet Trojan
38.19.198.245	DarkComet Trojan
213.155.195.70	DarkComet Trojan
189.150.86.233	DarkComet Trojan
88.201.153.72	DarkComet Trojan
88.247.35.166	DarkComet Trojan
220.70.92.31	DarkComet Trojan
69.167.10.46	DcRAT
45.138.16.205	DcRAT
160.187.146.97	DcRAT
46.49.32.200	DcRAT
162.211.180.213	DcRAT
213.142.156.21	DcRAT
176.97.78.111	Deimos C2
149.210.43.57	Gh0st RAT Trojan
149.210.45.202	Gh0st RAT Trojan
77.241.207.75	Gh0st RAT Trojan
51.75.85.20	Gh0st RAT Trojan
213.179.32.9	Gh0st RAT Trojan
88.129.241.65	Gh0st RAT Trojan
92.34.34.196	Gh0st RAT Trojan
94.191.187.105	Gh0st RAT Trojan
45.207.213.205	Gh0st RAT Trojan
172.105.41.51	GoPhish
164.92.132.92	GoPhish
20.57.131.239	GoPhish
34.176.142.248	GoPhish
103.125.88.117	GoPhish
159.203.48.34	GoPhish
186.177.71.142	GoPhish
212.64.195.38	GoPhish
20.118.24.246	GoPhish
207.246.104.84	GoPhish
3.6.53.166	GoPhish
187.45.79.131	GoPhish
59.44.114.182	GoPhish
138.199.217.30	GoPhish
82.165.110.142	GoPhish
190.119.63.144	GoPhish
104.237.1.95	GoPhish
185.68.11.29	GoPhish
77.42.46.131	GoPhish
34.159.98.118	GoPhish
34.46.138.81	GoPhish
144.22.207.61	GoPhish
4.201.140.200	GoPhish
126.209.7.138	GoPhish
47.117.118.205	GoPhish
217.154.68.152	GoPhish
48.217.21.253	GoPhish
2.59.119.38	GoPhish
47.121.28.203	GoPhish
159.89.9.188	GoPhish
91.134.36.136	GoPhish
34.38.195.43	GoPhish
44.219.215.74	GoPhish
74.225.248.130	GoPhish
34.200.246.16	GoPhish
69.5.16.74	GoPhish
45.226.189.70	GoPhish
198.13.47.54	GoPhish
163.7.16.211	GoPhish
46.237.40.128	GoPhish
87.98.235.166	GoPhish
134.209.223.203	GoPhish
141.148.208.171	GoPhish
129.213.166.220	GoPhish
206.189.19.79	GoPhish
83.173.113.66	GoPhish
51.81.155.58	GoPhish
176.96.241.195	GoPhish
87.106.64.174	GoPhish
34.78.164.194	GoPhish
159.195.66.17	GoPhish
121.224.7.169	GoPhish
139.59.99.99	GoPhish
104.47.145.108	GoPhish
47.238.237.1	GoPhish
89.169.131.254	GoPhish
203.69.23.128	GoPhish
59.127.36.79	GoPhish
35.192.187.146	GoPhish
51.254.134.142	GoPhish
202.151.176.128	GoPhish
106.12.15.187	GoPhish
167.234.226.89	GoPhish
38.60.249.226	GoPhish
135.235.8.201	GoPhish
202.151.177.221	GoPhish
190.110.41.114	GoPhish
77.51.219.187	GoPhish
2.32.103.166	GoPhish
34.9.31.28	GoPhish
169.239.105.7	GoPhish
51.79.8.122	GoPhish
38.47.80.157	GoPhish
1.92.87.99	GoPhish
162.19.92.7	GoPhish
196.216.245.252	GoPhish
31.131.30.57	GoPhish
45.12.70.91	GoPhish
34.132.98.183	GoPhish
4.229.150.230	GoPhish
190.119.16.140	GoPhish
185.139.69.5	GoPhish
15.184.212.216	GoPhish
178.208.72.189	GoPhish
101.251.176.126	GoPhish
185.67.144.27	GoPhish
159.65.80.200	GoPhish
139.59.44.192	GoPhish
37.9.171.97	GoPhish
159.203.72.93	GoPhish
3.82.152.138	GoPhish
222.118.241.116	GoPhish
196.249.195.47	GoPhish
20.213.217.227	GoPhish
103.169.3.162	GoPhish
8.217.3.44	GoPhish
20.104.78.25	GoPhish
159.89.167.49	GoPhish
101.36.113.58	GoPhish
206.189.116.120	GoPhish
13.61.151.165	GoPhish
8.215.205.13	GoPhish
112.74.48.245	GoPhish
46.16.214.154	GoPhish
52.87.131.126	GoPhish
64.227.168.224	GoPhish
195.77.79.162	GoPhish
79.98.9.72	GoPhish
4.185.79.65	GoPhish
31.56.60.104	GoPhish
145.131.30.136	GoPhish
37.205.13.125	GoPhish
164.92.214.84	GoPhish
79.137.202.203	GoPhish
34.46.180.128	GoPhish
20.157.223.57	GoPhish
34.123.246.69	GoPhish
35.173.31.61	GoPhish
218.104.52.188	GoPhish
34.110.171.37	GoPhish
194.147.34.171	GoPhish
170.239.86.232	GoPhish
4.153.5.136	GoPhish
202.60.229.162	GoPhish
20.79.52.198	GoPhish
48.209.82.226	GoPhish
103.148.110.43	GoPhish
136.144.165.159	GoPhish
129.151.252.237	GoPhish
100.27.54.177	GoPhish
47.94.193.73	GoPhish
172.234.198.96	GoPhish
164.92.223.34	GoPhish
35.224.159.59	GoPhish
99.79.9.18	GoPhish
129.212.168.86	GoPhish
64.227.178.226	GoPhish
83.228.218.74	GoPhish
3.212.215.46	GoPhish
52.21.176.23	GoPhish
144.91.90.232	GoPhish
20.0.202.73	GoPhish
165.227.165.47	GoPhish
4.201.122.3	GoPhish
203.121.62.7	GoPhish
137.184.0.179	GoPhish
157.90.228.223	GoPhish
172.236.137.60	GoPhish
159.65.114.244	GoPhish
94.46.171.220	GoPhish
139.162.185.94	GoPhish
38.56.209.142	GoPhish
40.114.83.155	GoPhish
206.189.189.202	GoPhish
167.71.237.184	GoPhish
140.82.54.173	GoPhish
39.103.98.20	GoPhish
5.189.175.162	GoPhish
149.202.73.215	GoPhish
103.43.130.54	GoPhish
134.209.171.89	GoPhish
104.248.105.64	GoPhish
4.185.64.81	GoPhish
147.182.156.86	GoPhish
139.144.176.85	GoPhish
152.53.130.64	GoPhish
34.67.76.233	GoPhish
45.221.115.254	GoPhish
46.101.213.152	GoPhish
45.79.2.86	GoPhish
47.120.38.173	GoPhish
34.46.0.79	GoPhish
35.227.245.87	GoPhish
144.22.192.165	GoPhish
172.183.215.25	GoPhish
200.9.4.41	GoPhish
123.249.117.187	GoPhish
81.88.26.239	GoPhish
157.10.253.253	GoPhish
18.214.179.214	GoPhish
146.190.159.168	GoPhish
61.28.236.114	GoPhish
34.136.39.171	GoPhish
54.196.78.167	GoPhish
136.228.40.23	GoPhish
152.89.29.68	GoPhish
185.48.182.144	GoPhish
170.64.208.80	GoPhish
54.177.158.57	GoPhish
138.197.168.34	GoPhish
77.42.36.95	GoPhish
185.22.196.133	GoPhish
51.12.243.123	GoPhish
46.101.21.16	GoPhish
34.18.165.179	GoPhish
74.249.119.149	GoPhish
34.120.113.25	GoPhish
85.90.244.171	Hak5 Cloud C2
172.233.151.229	Hak5 Cloud C2
85.219.209.133	Hak5 Cloud C2
142.93.199.234	Hak5 Cloud C2
8.213.35.190	Hak5 Cloud C2
144.91.64.114	Hak5 Cloud C2
188.155.209.163	Hak5 Cloud C2
104.234.25.18	Hak5 Cloud C2
35.166.57.84	Hak5 Cloud C2
91.230.235.149	Hak5 Cloud C2
3.104.135.43	Hak5 Cloud C2
3.151.251.53	Hak5 Cloud C2
3.143.175.125	Hak5 Cloud C2
152.67.58.223	Hak5 Cloud C2
18.216.133.250	Hak5 Cloud C2
192.227.249.141	Hak5 Cloud C2
34.205.200.160	Hak5 Cloud C2
24.105.180.14	Hak5 Cloud C2
5.1.100.217	Hak5 Cloud C2
104.248.139.111	Hak5 Cloud C2
24.9.117.208	Hak5 Cloud C2
54.190.92.4	Hak5 Cloud C2
54.80.190.97	Hak5 Cloud C2
149.137.192.228	Hak5 Cloud C2
15.161.176.25	Hak5 Cloud C2
45.77.200.160	Hak5 Cloud C2
164.132.50.235	Hak5 Cloud C2
69.164.207.162	Hak5 Cloud C2
209.97.174.85	Hak5 Cloud C2
208.72.84.151	Hak5 Cloud C2
95.82.0.207	Hak5 Cloud C2
157.230.118.220	Hak5 Cloud C2
84.247.13.17	Hak5 Cloud C2
54.90.152.55	Hak5 Cloud C2
165.22.37.191	Hak5 Cloud C2
217.25.221.221	Hak5 Cloud C2
213.109.162.38	Hak5 Cloud C2
46.224.159.117	Hak5 Cloud C2
68.183.156.215	Hak5 Cloud C2
92.145.231.122	Hak5 Cloud C2
3.15.211.77	Hak5 Cloud C2
74.50.89.212	Hak5 Cloud C2
107.161.61.93	Hak5 Cloud C2
52.54.42.29	Hak5 Cloud C2
213.161.176.93	Hak5 Cloud C2
92.63.163.8	Hak5 Cloud C2
2.80.123.97	Hak5 Cloud C2
212.34.136.14	Hak5 Cloud C2
94.185.79.214	Hak5 Cloud C2
18.220.193.242	Hak5 Cloud C2
13.58.42.201	Hak5 Cloud C2
87.106.203.84	Hak5 Cloud C2
176.97.114.244	Hak5 Cloud C2
35.226.155.176	Hak5 Cloud C2
3.236.239.107	Hak5 Cloud C2
178.119.110.103	Hak5 Cloud C2
54.71.126.189	Hak5 Cloud C2
8.213.18.119	Hak5 Cloud C2
85.215.180.194	Hak5 Cloud C2
3.224.110.21	Hak5 Cloud C2
50.116.33.70	Hak5 Cloud C2
13.37.135.154	Hak5 Cloud C2
3.226.119.211	Hak5 Cloud C2
18.195.227.45	Hak5 Cloud C2
13.93.233.43	Hak5 Cloud C2
167.172.122.8	Hak5 Cloud C2
35.179.73.255	Hak5 Cloud C2
172.105.26.151	Hak5 Cloud C2
44.207.242.127	Hak5 Cloud C2
72.23.229.75	Hak5 Cloud C2
143.198.155.71	Hak5 Cloud C2
74.208.201.158	Hak5 Cloud C2
176.97.76.99	Hak5 Cloud C2
67.205.158.194	Hak5 Cloud C2
192.3.187.89	Hak5 Cloud C2
34.72.114.209	Hak5 Cloud C2
176.78.175.137	Hak5 Cloud C2
161.97.140.46	Hak5 Cloud C2
165.227.41.66	Hak5 Cloud C2
54.185.235.168	Hak5 Cloud C2
212.227.181.41	Hak5 Cloud C2
128.65.199.205	Hak5 Cloud C2
45.9.63.19	Hak5 Cloud C2
152.53.131.80	Hak5 Cloud C2
18.233.73.116	Hak5 Cloud C2
51.68.220.158	Hak5 Cloud C2
20.234.166.219	Hak5 Cloud C2
208.87.131.165	Hak5 Cloud C2
198.71.58.220	Hak5 Cloud C2
31.220.92.21	Hak5 Cloud C2
138.2.136.23	Hak5 Cloud C2
71.131.51.37	Hak5 Cloud C2
194.87.161.238	Hak5 Cloud C2
3.10.24.207	Hak5 Cloud C2
54.167.65.206	Hak5 Cloud C2
146.71.14.7	Hak5 Cloud C2
151.80.57.49	Hak5 Cloud C2
23.21.105.248	Hak5 Cloud C2
3.10.70.226	Hak5 Cloud C2
99.79.172.196	Hak5 Cloud C2
54.37.226.76	Hak5 Cloud C2
52.38.110.204	Havoc C2
34.219.200.70	Havoc C2
47.83.134.97	Havoc C2
109.205.180.199	Havoc C2
20.2.140.201	Havoc C2
34.209.232.97	Havoc C2
36.140.162.173	Havoc C2
161.35.176.231	Havoc C2
64.23.248.252	Havoc C2
35.92.162.80	Havoc C2
188.166.167.159	Havoc C2
167.86.110.155	Havoc C2
194.69.162.205	Havoc C2
128.140.91.58	Havoc C2
95.111.225.15	Havoc C2
161.35.239.147	Havoc C2
185.215.54.195	Havoc C2
217.154.162.45	Havoc C2
213.165.42.46	Havoc C2
23.254.215.118	Havoc C2
44.250.6.34	Havoc C2
68.183.183.150	Havoc C2
185.208.159.162	Havoc C2
195.24.237.166	Havoc C2
212.132.68.79	Havoc C2
80.78.30.192	Havoc C2
194.164.172.89	Havoc C2
51.81.171.234	Havoc C2
40.66.42.246	Havoc C2
167.114.113.96	Havoc C2
20.188.119.195	Havoc C2
164.92.79.49	Havoc C2
156.238.243.16	Hookbot
94.183.168.33	Hookbot
154.61.69.121	Hookbot
112.74.127.232	Metasploit Framework C2
16.26.180.218	Metasploit Framework C2
51.34.23.122	Metasploit Framework C2
52.195.227.248	Metasploit Framework C2
104.168.133.116	Metasploit Framework C2
16.51.99.136	Metasploit Framework C2
52.221.234.36	Metasploit Framework C2
168.245.202.108	Metasploit Framework C2
16.24.82.55	Metasploit Framework C2
34.228.19.220	Metasploit Framework C2
43.198.96.158	Metasploit Framework C2
54.180.127.65	Metasploit Framework C2
16.28.67.244	Metasploit Framework C2
51.112.228.83	Metasploit Framework C2
103.108.41.90	Metasploit Framework C2
16.78.101.132	Metasploit Framework C2
13.60.254.230	Metasploit Framework C2
13.234.122.61	Metasploit Framework C2
216.250.125.45	Metasploit Framework C2
54.94.32.158	Metasploit Framework C2
51.118.58.22	Metasploit Framework C2
212.227.28.64	Metasploit Framework C2
218.29.158.91	Metasploit Framework C2
3.96.212.127	Metasploit Framework C2
54.169.241.119	Metasploit Framework C2
51.118.88.169	Metasploit Framework C2
157.175.56.166	Metasploit Framework C2
35.178.121.128	Metasploit Framework C2
40.172.122.138	Metasploit Framework C2
43.198.199.74	Metasploit Framework C2
13.247.65.184	Metasploit Framework C2
18.61.65.253	Metasploit Framework C2
51.20.141.131	Metasploit Framework C2
207.246.93.127	Metasploit Framework C2
51.112.51.211	Metasploit Framework C2
164.132.50.235	Metasploit Framework C2
16.50.217.211	Metasploit Framework C2
43.205.98.82	Metasploit Framework C2
62.171.177.142	Metasploit Framework C2
15.185.192.115	Metasploit Framework C2
3.29.62.210	Metasploit Framework C2
54.253.23.21	Metasploit Framework C2
13.212.103.241	Metasploit Framework C2
209.10.188.204	Metasploit Framework C2
103.152.3.98	Metasploit Framework C2
18.61.157.178	Metasploit Framework C2
16.50.114.162	Metasploit Framework C2
54.215.188.202	Metasploit Framework C2
16.79.90.39	Metasploit Framework C2
65.0.169.186	Metasploit Framework C2
18.217.33.255	Metasploit Framework C2
83.168.110.172	Metasploit Framework C2
16.26.54.153	Metasploit Framework C2
16.50.205.21	Metasploit Framework C2
13.229.82.46	Metasploit Framework C2
13.49.80.35	Metasploit Framework C2
162.55.91.224	Metasploit Framework C2
174.138.5.200	Metasploit Framework C2
185.254.58.173	Metasploit Framework C2
16.170.227.189	Metasploit Framework C2
88.218.17.218	Metasploit Framework C2
