ip	port	tag	ioc_source	first_seen_utc	first_crawl_date	last_seen_date	count
100.29.192.125			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
100.29.192.126			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.13			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.14			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.15			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.16			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.17			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.18			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.19			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.2			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.25			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.26			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.27			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
100.29.192.29			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.3			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.30			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.31			CyberCure|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.33			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.34			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.35			CyberCure|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.36			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.37			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.38			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.39			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.4			CyberCure|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.40			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.41			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.42			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.43			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.44			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.45			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.46			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.48			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
100.29.192.49			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.5			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.50			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.52			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.53			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.54			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.55			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.56			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.57			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.58			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.59			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.6			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.61			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.62			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.63			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.64			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
100.29.192.65			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.66			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.67			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.68			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.69			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.70			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.71			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.72			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.73			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.74			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
100.29.192.75			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.76			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.77			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.78			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.79			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.80			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.81			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.82			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.83			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.84			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.85			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.86			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.87			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.88			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.89			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.9			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.90			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.91			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.92			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.93			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.94			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.95			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.97			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.98			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.29.192.99			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
100.29.63.121			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
100.30.132.193			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
100.30.2.93			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
100.30.80.53			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
100.30.83.243			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
100.30.95.237			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
100.31.24.150			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
100.91.154.84	80	Cobalt Strike|Possible Cobaltstrike C2 IP|win.cobalt_strike	C2IntelFeeds|NamePipes|threatfox	2025-12-07	2025-12-11	2025-12-12	3
101.100.156.227			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
101.100.194.199			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.108.50.179			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.126.129.179			Binarydefense|CyberCure|ipsum		2025-12-11	2025-12-12	3
101.126.129.9			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.130.242			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.131.101			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.135.140			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.126.135.154			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.138.155			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.14.37			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.141.34			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.143.71			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.144.104			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.144.222			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.153.85			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.155.86			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.157.138			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.158.126			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.159.233			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.126.24.58			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.24.71			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.24.74			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.26.93			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.27.196			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.27.208			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.31.191			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.35.9			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.4.215			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.126.4.240			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.126.54.167			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.54.245			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.54.36			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.54.66			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.54.88			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.55.179			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.55.63			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.55.66			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.55.67			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.55.95			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.66.223			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.66.30			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.67.255			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.68.11			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.69.201			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.70.177			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.71.100			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.81.18			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.81.188			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.81.213			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.82.218			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.83.54			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.83.59			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.126.86.90			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.126.88.203			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.88.251			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.88.93			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.89.0			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.89.144			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.89.164			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.89.35			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.90.24			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.90.52			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.91.34			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.91.58			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.126.95.119			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.128.207.241			Binarydefense|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.13.4.124			CyberCure|SNORT|ipsum		2025-12-11	2025-12-12	3
101.132.244.198			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.132.88.121			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.168.19.127			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.168.39.15			Binarydefense|CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	5
101.168.39.165			CyberCure|FireHOL|ipsum		2025-12-11	2025-12-12	3
101.168.39.99			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.168.54.192			Binarydefense|CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	4
101.168.55.222			CyberCure|FireHOL|ipsum		2025-12-11	2025-12-12	3
101.168.56.101			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.168.59.105			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.168.62.50			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.168.63.111			CyberCure|FireHOL|cinsscore		2025-12-12	2025-12-12	3
101.168.8.184			CyberCure|FireHOL|cinsscore		2025-12-12	2025-12-12	3
101.200.120.136			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
101.200.132.92			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.200.236.207			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.200.243.197			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.201.28.173			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.201.38.226			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.201.62.82			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.204.251.226			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.204.251.229			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.227.203.162			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.227.53.189			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.227.54.26			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.227.79.215			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.32.126.241			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
101.32.128.104			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.104.242			FireHOL|cinsscore|emergingthreats|greensnow|ipsum		2025-12-11	2025-12-12	5
101.36.105.121			CyberCure|FireHOL|cinsscore		2025-12-11	2025-12-12	3
101.36.105.50			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.106.134			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.106.89			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.107.103			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.107.228			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
101.36.107.233			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.108.133			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.108.134			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.108.158			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.108.175			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.108.191			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.108.9			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.109.130			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.109.176			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.111.119			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.112.101			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.113.241			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.114.222			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.114.252			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
101.36.114.254			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.116.29			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.117.148			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.118.148			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.118.248			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.119.146			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.119.218			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.119.50			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.120.76			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.121.22			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
101.36.121.4			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.121.72			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.122.139			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.122.183			FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	3
101.36.122.23			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.123.102			Binarydefense|CyberCure|FireHOL|greensnow|ipsum		2025-12-11	2025-12-12	5
101.36.123.173			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.123.67			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.124.127			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.124.220			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.126.138			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.127.24			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.127.85			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.65.131			CyberCure|greensnow|ipsum		2025-12-11	2025-12-12	3
101.36.97.131			Binarydefense|CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	5
101.36.97.172			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
101.36.97.187			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-11	2025-12-12	4
