ip	first_seen_utc	tag
24.144.95.71	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
3.7.254.146	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
117.72.121.210	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
157.230.156.136	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
3.124.174.152	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
174.138.53.32	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
18.135.242.140	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
138.124.66.8	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
216.250.249.178	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
104.223.8.71	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
72.62.182.2	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
182.30.67.43	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
148.178.33.42	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
148.178.112.89	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
46.62.237.55	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
138.226.237.203	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
95.217.27.5	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
65.109.240.131	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
138.226.237.200	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
138.226.236.140	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
95.85.230.160	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
18.199.237.31	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
34.229.61.130	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
103.177.47.93	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
45.153.34.174	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
45.156.87.60	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
45.153.34.117	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
176.65.132.11	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
45.156.87.143	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
45.156.87.19	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
45.156.87.124	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
98.89.171.225	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
202.95.8.18	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
116.102.228.216	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
202.95.8.6	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
144.126.149.104	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
186.169.49.139	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
101.201.180.191	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
41.216.188.162	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
154.6.197.41	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
178.16.54.17	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
23.94.126.157	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
144.124.251.175	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
194.164.34.182	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
1.94.135.115	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
8.210.255.100	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
91.92.240.128	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
91.92.240.142	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
91.92.240.192	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
147.45.45.170	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
203.150.107.102	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
54.198.113.27	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
103.177.47.60	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
199.101.111.196	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
199.101.111.195	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
130.12.182.91	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
176.65.132.20	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
176.65.132.6	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
45.156.87.224	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
45.153.34.123	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
52.5.18.208	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
188.166.223.122	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
31.220.44.44	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
27.124.2.48	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
211.159.149.97	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
185.11.61.225	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
144.124.227.246	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
176.65.132.225	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
103.236.77.184	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
70.52.170.106	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
49.235.43.89	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
23.227.202.4	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
142.93.173.58	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
102.117.174.234	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
198.23.177.222	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
212.162.149.216	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
54.180.141.230	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
120.48.168.57	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
103.101.225.20	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
155.117.45.193	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
193.39.208.78	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
87.106.107.96	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
48.217.234.197	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
202.95.8.10	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
151.244.170.14	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
1.52.142.131	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
107.22.34.184	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
101.200.86.142	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
146.190.104.230	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
39.105.193.156	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
156.247.41.125	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
181.214.133.67	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
170.130.55.49	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
144.31.195.142	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
212.103.26.10	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
35.247.120.249	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
48.217.50.253	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
47.84.83.56	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
165.22.128.150	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
159.223.235.158	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
178.128.70.231	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
47.236.29.250	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar
205.210.31.195	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.196	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.198	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.2	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.201	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.204	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.207	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.218	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.221	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.23	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.230	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.231	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.232	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.239	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.240	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.242	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.243	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.248	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.249	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.25	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.252	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.255	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.26	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.38	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.39	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.40	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.46	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.47	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.49	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.50	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.51	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.52	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.53	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.54	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.55	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.56	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.57	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.58	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.6	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.60	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.65	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.66	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.70	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.74	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.76	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.82	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.83	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.84	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.85	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.89	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.29	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.3	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.30	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.4	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.47	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.48	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.49	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.5	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.50	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.52	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.57	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.58	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.7	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.83	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.10	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.101	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.102	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.106	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.107	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.108	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.11	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.12	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.131	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.132	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.133	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.135	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.136	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.138	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.142	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.148	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.149	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.152	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.154	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.155	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.159	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.16	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.161	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.162	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.163	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.164	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.167	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.168	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.169	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.170	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.171	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.173	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.175	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.178	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.182	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.210.31.194	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.45	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.46	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.48	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.49	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.5	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.50	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.51	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.52	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.55	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.56	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.57	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.58	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.6	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.66	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.69	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.84	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.87	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.88	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.90	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.92	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.96	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.46.170.4	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
204.188.218.179	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.0	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.1	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.11	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.13	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.14	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.146	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.15	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.152	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.159	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.16	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.162	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.17	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.171	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.18	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.188	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.19	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.194	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.196	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.2	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.206	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.21	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.219	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.22	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.23	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.234	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.24	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
205.169.39.25	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.151	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.153	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.155	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.158	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.159	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.161	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.162	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.163	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.165	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.167	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.17	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.170	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.172	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.173	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.174	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.175	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.177	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.179	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.180	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.181	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.182	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.184	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.195	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.198	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.20	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.203	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.206	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.208	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
198.235.24.217	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)
