ip	port	tag	ioc_source	first_seen_utc	first_crawl_date	last_seen_date	count
1.24.16.71			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
1.24.16.72			CyberCure|FireHOL|cinsscore		2025-12-11	2026-08-10	3
1.24.16.77			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
1.24.16.78			FireHOL|cinsscore|ipsum		2025-12-12	2026-08-10	3
1.24.16.79			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
1.24.16.80			FireHOL|cinsscore|ipsum		2025-12-17	2026-08-10	3
1.24.16.82			CyberCure|FireHOL|cinsscore		2025-12-11	2026-08-10	3
1.24.16.85			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
1.24.16.86			FireHOL|cinsscore|ipsum		2025-12-20	2026-08-10	3
1.24.16.94			FireHOL|cinsscore|ipsum		2025-12-16	2026-08-10	3
1.24.16.95			FireHOL|cinsscore|ipsum		2025-12-21	2026-08-10	3
1.24.16.97			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
1.244.220.30		Malware Filter - Botnet List - 21-04-2026	alienvault|greensnow|ipsum	2026-04-22	2026-04-22	2026-08-10	3
1.30.199.218			CyberCure|greensnow|ipsum		2026-01-14	2026-08-10	3
1.34.254.107			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
1.55.33.86			CyberCure|greensnow|ipsum		2025-12-11	2026-08-10	3
1.71.0.100	443	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2025-01-10	2025-12-28	2026-08-10	3
1.83.125.105			Binarydefense|FireHOL|cinsscore		2025-12-28	2026-08-10	3
1.83.125.108			FireHOL|cinsscore|ipsum		2025-12-14	2026-08-10	3
1.83.125.117			CyberCure|FireHOL|cinsscore		2025-12-13	2026-08-10	3
1.83.125.122			FireHOL|cinsscore|ipsum		2025-12-25	2026-08-10	3
1.83.125.134			FireHOL|cinsscore|ipsum		2025-12-20	2026-08-10	3
1.83.125.136			FireHOL|cinsscore|ipsum		2026-01-23	2026-08-10	3
1.83.125.144			FireHOL|cinsscore|ipsum		2026-01-12	2026-08-10	3
1.83.125.162			CyberCure|FireHOL|cinsscore		2025-12-12	2026-08-10	3
1.83.125.185			FireHOL|cinsscore|ipsum		2025-12-12	2026-08-10	3
1.83.125.190			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
1.83.125.195			FireHOL|cinsscore|ipsum		2025-12-29	2026-08-10	3
1.83.125.203			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-28	2026-08-10	4
1.83.125.209			FireHOL|cinsscore|ipsum		2025-12-18	2026-08-10	3
1.83.125.218			Binarydefense|FireHOL|cinsscore|ipsum		2026-01-08	2026-08-10	4
1.83.125.223			FireHOL|cinsscore|ipsum		2025-12-30	2026-08-10	3
1.83.125.229			Binarydefense|FireHOL|cinsscore		2025-12-26	2026-08-10	3
1.83.125.235			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-13	2026-08-10	4
1.83.125.25			Binarydefense|FireHOL|cinsscore		2025-12-29	2026-08-10	3
1.83.125.33			CyberCure|FireHOL|cinsscore		2025-12-11	2026-08-10	3
1.83.125.34			FireHOL|cinsscore|ipsum		2025-12-18	2026-08-10	3
1.83.125.37			FireHOL|cinsscore|ipsum		2026-01-14	2026-08-10	3
1.83.125.38			FireHOL|cinsscore|ipsum		2025-12-18	2026-08-10	3
1.83.125.43			FireHOL|cinsscore|ipsum		2025-12-12	2026-08-10	3
1.83.125.52			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
1.83.125.70			CyberCure|FireHOL|cinsscore		2025-12-11	2026-08-10	3
1.83.125.8			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
1.83.125.84			FireHOL|cinsscore|ipsum		2025-12-13	2026-08-10	3
1.83.125.86			CyberCure|FireHOL|cinsscore|ipsum		2025-12-12	2026-08-10	4
1.83.125.94			FireHOL|cinsscore|ipsum		2025-12-14	2026-08-10	3
1.83.125.96			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
1.85.217.4			FireHOL|SNORT|cinsscore		2025-12-11	2026-08-10	3
1.85.42.195			CyberCure|SNORT|ipsum		2025-12-11	2026-08-10	3
1.92.109.24	7777	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2024-09-20	2025-12-28	2026-08-10	3
1.92.86.239	65534	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2024-09-10	2025-12-11	2026-08-10	3
1.94.105.194	2222	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2025-03-20	2025-12-20	2026-08-10	3
1.94.108.127	8081	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2025-12-26	2025-12-26	2026-08-10	3
1.94.149.77	443	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2024-11-27	2025-12-28	2026-08-10	3
1.94.220.55			CyberCure|greensnow|ipsum		2026-03-14	2026-08-10	3
1.94.221.238	443	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2025-01-10	2025-12-28	2026-08-10	3
1.94.62.205	8089	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2025-11-07	2025-12-11	2026-08-10	3
1.94.62.205	8090	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2025-06-20	2025-12-11	2026-08-10	3
1.94.63.197	4444	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2024-12-15	2025-12-28	2026-08-10	3
1.94.63.197	9999	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2024-12-26	2025-12-28	2026-08-10	3
100.24.47.223			Binarydefense|FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	4
100.26.194.24			Binarydefense|FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	4
100.26.29.152			FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	3
100.26.45.212			Binarydefense|FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	4
100.27.169.19			FireHOL|cinsscore|ipsum		2026-01-31	2026-08-10	3
100.27.226.38			FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	3
100.28.153.226			FireHOL|cinsscore|ipsum		2026-02-05	2026-08-10	3
100.28.191.174			Binarydefense|FireHOL|cinsscore|ipsum		2026-01-19	2026-08-10	4
100.29.192.1			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.10			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.100			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.101			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.102			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.103			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.104			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.105			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.106			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.107			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.108			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.109			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.11			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.110			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.111			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.112			FireHOL|cinsscore|ipsum		2025-12-12	2026-08-10	3
100.29.192.113			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.114			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.115			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.116			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.117			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.118			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.119			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.12			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.120			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.121			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.122			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.123			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.124			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.125			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.126			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.127			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.13			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.14			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.15			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.16			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.17			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.18			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.19			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.2			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.22			FireHOL|cinsscore|ipsum		2025-12-25	2026-08-10	3
100.29.192.25			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.26			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.27			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.28			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.29			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.3			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.30			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.31			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.32			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.33			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.34			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.35			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.36			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.37			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.38			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.39			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.4			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.40			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.41			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.42			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.43			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.44			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.45			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.46			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.47			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.48			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.49			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.5			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.50			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.51			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.52			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.53			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.54			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.55			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.56			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.57			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.58			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.59			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.6			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.60			FireHOL|cinsscore|ipsum		2025-12-12	2026-08-10	3
100.29.192.61			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.62			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.63			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.64			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.65			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.66			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.67			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.68			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.69			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.7			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.70			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.71			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.72			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.73			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.74			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.29.192.75			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.76			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.77			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.78			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.79			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.8			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.80			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.81			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.82			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.83			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.84			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.85			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.86			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.87			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.88			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.89			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.9			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.90			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.91			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.92			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.93			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.94			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.95			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.96			FireHOL|cinsscore|ipsum		2025-12-12	2026-08-10	3
100.29.192.97			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.98			FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	3
100.29.192.99			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
100.31.213.204			Binarydefense|FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	4
100.48.87.238			FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	3
100.49.117.77			FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	3
100.50.17.159			FireHOL|cinsscore|ipsum		2026-02-04	2026-08-10	3
100.51.6.16			Binarydefense|FireHOL|cinsscore|ipsum		2026-01-19	2026-08-10	4
100.53.142.60			FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	3
100.53.171.244			FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	3
100.53.194.34			FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	3
100.53.3.126			FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	3
100.53.78.176			Binarydefense|FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	4
100.55.25.236			FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	3
100.55.66.68			Binarydefense|FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	4
100.55.74.138			Binarydefense|FireHOL|cinsscore|ipsum		2026-03-14	2026-08-10	4
100.91.154.84	80	Cobalt Strike|Possible Cobaltstrike C2 IP|win.cobalt_strike	C2IntelFeeds|NamePipes|threatfox	2025-12-07	2025-12-11	2026-08-10	3
101.0.104.38			FireHOL|cinsscore|ipsum		2026-01-01	2026-08-10	3
101.108.50.179			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-11	2026-08-10	4
101.126.11.137			CyberCure|greensnow|ipsum		2025-12-11	2026-08-10	3
101.126.11.79	443	Cobalt Strike|Possible Cobaltstrike C2 IP|malware/cobaltstrike-2	C2IntelFeeds|NamePipes|maltrail	2025-12-15	2025-12-16	2026-08-10	3
101.126.129.179			Binarydefense|CyberCure|FireHOL|emergingthreats|greensnow|ipsum		2025-12-11	2026-08-10	6
101.126.130.208			CyberCure|greensnow|ipsum		2026-01-04	2026-08-10	3
101.126.130.65			CyberCure|greensnow|ipsum		2025-12-11	2026-08-10	3
