ip	port	tag	ioc_source	first_seen_utc	first_crawl_date	last_seen_date	count
1.180.149.138			FireHOL|cinsscore|ipsum		2026-01-25	2026-01-30	3
1.181.69.174			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.192.192.4			FireHOL|cinsscore|ipsum		2026-01-09	2026-01-20	3
1.192.192.8			FireHOL|cinsscore|ipsum		2026-01-09	2026-01-21	3
1.192.195.5			FireHOL|cinsscore|ipsum		2026-01-12	2026-01-22	3
1.193.63.113			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.193.63.147			Binarydefense|FireHOL|cinsscore|ipsum		2026-01-10	2026-01-30	4
1.193.63.203			CyberCure|FireHOL|cinsscore		2025-12-19	2026-01-30	3
1.193.63.24			Binarydefense|CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	4
1.193.63.38			CyberCure|FireHOL|cinsscore		2026-01-28	2026-01-30	3
1.194.219.159			CyberCure|greensnow|ipsum		2025-12-30	2026-01-30	3
1.194.233.49			CyberCure|greensnow|ipsum		2025-12-11	2026-01-30	3
1.194.236.11			CyberCure|greensnow|ipsum		2025-12-31	2026-01-30	3
1.20.220.158			FireHOL|cinsscore|ipsum		2025-12-12	2025-12-24	3
1.201.164.58			FireHOL|emergingthreats|ipsum		2025-12-29	2026-01-30	3
1.203.97.79			CyberCure|FireHOL|cinsscore|greensnow|ipsum		2026-01-11	2026-01-30	5
1.204.166.3			CyberCure|greensnow|ipsum		2025-12-11	2026-01-30	3
1.212.225.99			CyberCure|greensnow|ipsum		2025-12-11	2026-01-30	3
1.212.90.61			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.213.196.20			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.213.214.233			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.214.197.163			CyberCure|greensnow|ipsum		2025-12-11	2026-01-30	3
1.214.29.155			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.215.119.36			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-02	3
1.215.138.43			FireHOL|cinsscore|greensnow|ipsum		2025-12-15	2026-01-30	4
1.215.243.244			CyberCure|FireHOL|cinsscore|ipsum		2025-12-31	2026-01-30	4
1.220.119.116			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.221.66.66			CyberCure|greensnow|ipsum		2025-12-11	2026-01-30	3
1.222.40.18			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.222.44.250			FireHOL|cinsscore|ipsum		2025-12-21	2025-12-30	3
1.222.50.93			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-28	3
1.222.72.173			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.222.92.35			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.223.227.114			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.223.6.133			FireHOL|cinsscore|ipsum		2025-12-12	2025-12-30	3
1.223.6.54			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-01	3
1.223.87.38			FireHOL|cinsscore|ipsum		2025-12-12	2025-12-31	3
1.234.13.164			FireHOL|cinsscore|ipsum		2026-01-03	2026-01-18	3
1.234.13.178			FireHOL|cinsscore|greensnow|ipsum		2026-01-03	2026-01-18	4
1.234.83.55			CyberCure|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.234.83.89			CyberCure|greensnow|ipsum		2026-01-13	2026-01-30	3
1.238.106.229			CyberCure|greensnow|ipsum		2025-12-11	2026-01-30	3
1.24.16.101			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.102			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.104			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.105			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.107			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.108			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.109			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.11			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-30	3
1.24.16.111			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.112			FireHOL|cinsscore|ipsum		2025-12-16	2026-01-30	3
1.24.16.113			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-30	3
1.24.16.115			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.116			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-28	3
1.24.16.117			FireHOL|cinsscore|ipsum		2025-12-17	2026-01-28	3
1.24.16.12			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.120			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-29	3
1.24.16.121			Binarydefense|CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	4
1.24.16.122			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	3
1.24.16.124			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.125			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.126			FireHOL|cinsscore|ipsum		2025-12-15	2026-01-26	3
1.24.16.128			FireHOL|cinsscore|ipsum		2025-12-18	2026-01-30	3
1.24.16.129			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.13			CyberCure|FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	4
1.24.16.131			FireHOL|cinsscore|ipsum		2026-01-02	2026-01-30	3
1.24.16.132			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	4
1.24.16.134			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.137			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.138			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.139			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.14			FireHOL|cinsscore|ipsum		2025-12-16	2026-01-30	3
1.24.16.142			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.143			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	3
1.24.16.144			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-24	3
1.24.16.145			FireHOL|cinsscore|ipsum		2025-12-19	2026-01-29	3
1.24.16.146			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.147			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.148			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.149			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.15			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.150			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.152			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-30	3
1.24.16.153			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.154			FireHOL|cinsscore|ipsum		2025-12-18	2026-01-30	3
1.24.16.157			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.158			CyberCure|FireHOL|cinsscore		2025-12-29	2026-01-30	3
1.24.16.159			CyberCure|FireHOL|cinsscore		2025-12-16	2026-01-30	3
1.24.16.16			CyberCure|FireHOL|cinsscore		2025-12-12	2026-01-30	3
1.24.16.160			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.161			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.162			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-30	3
1.24.16.165			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-29	3
1.24.16.168			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.169			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.17			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.170			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.171			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	3
1.24.16.172			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.173			CyberCure|FireHOL|cinsscore|ipsum		2025-12-16	2026-01-30	4
1.24.16.174			FireHOL|cinsscore|ipsum		2025-12-15	2026-01-30	3
1.24.16.176			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.177			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.178			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.179			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.18			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.180			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.181			FireHOL|cinsscore|ipsum		2025-12-17	2026-01-30	3
1.24.16.183			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.184			CyberCure|FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	4
1.24.16.189			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.190			Binarydefense|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.191			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.192			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.193			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.195			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	3
1.24.16.197			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	3
1.24.16.2			FireHOL|cinsscore|ipsum		2025-12-17	2026-01-30	3
1.24.16.20			FireHOL|cinsscore|ipsum		2025-12-17	2026-01-30	3
1.24.16.200			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.201			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.203			FireHOL|cinsscore|ipsum		2025-12-16	2026-01-30	3
1.24.16.205			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.206			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.208			FireHOL|cinsscore|ipsum		2025-12-17	2026-01-30	3
1.24.16.209			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.210			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.211			FireHOL|cinsscore|ipsum		2025-12-16	2026-01-30	3
1.24.16.212			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.213			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.214			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	4
1.24.16.215			FireHOL|cinsscore|ipsum		2025-12-17	2026-01-30	3
1.24.16.218			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-27	3
1.24.16.219			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.22			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.220			FireHOL|cinsscore|ipsum		2025-12-21	2026-01-30	3
1.24.16.221			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.223			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.224			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.225			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	3
1.24.16.226			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.227			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.228			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.229			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.231			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.232			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.233			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.234			FireHOL|cinsscore|ipsum		2025-12-18	2026-01-30	3
1.24.16.235			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.236			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	4
1.24.16.237			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.238			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-25	3
1.24.16.239			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.240			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.241			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.242			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.243			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.244			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.245			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.247			FireHOL|cinsscore|ipsum		2025-12-15	2026-01-30	3
1.24.16.248			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.249			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.25			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-30	3
1.24.16.252			FireHOL|cinsscore|ipsum		2025-12-16	2026-01-30	3
1.24.16.253			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.254			FireHOL|cinsscore|ipsum		2025-12-19	2026-01-29	3
1.24.16.26			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.27			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.28			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.29			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.3			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.30			CyberCure|FireHOL|cinsscore		2025-12-12	2026-01-30	3
1.24.16.31			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.32			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.34			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.35			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.36			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-29	3
1.24.16.37			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-16	2026-01-30	4
1.24.16.38			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.4			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.40			CyberCure|FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	4
1.24.16.41			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-16	2026-01-30	4
1.24.16.42			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.44			Binarydefense|FireHOL|cinsscore		2025-12-18	2026-01-28	3
1.24.16.45			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.46			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.49			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.51			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.52			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.53			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.54			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.57			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.58			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.6			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-30	3
1.24.16.61			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	3
1.24.16.62			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.63			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.64			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.65			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.66			FireHOL|cinsscore|ipsum		2025-12-15	2026-01-30	3
1.24.16.67			CyberCure|FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	4
1.24.16.68			FireHOL|cinsscore|ipsum		2025-12-15	2026-01-30	3
1.24.16.69			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.7			FireHOL|cinsscore|ipsum		2025-12-26	2026-01-30	3
1.24.16.70			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.71			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.72			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.73			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.76			CyberCure|FireHOL|cinsscore		2025-12-12	2026-01-30	3
1.24.16.77			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.79			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.8			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.80			FireHOL|cinsscore|ipsum		2025-12-17	2026-01-30	3
1.24.16.82			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.83			FireHOL|cinsscore|ipsum		2025-12-24	2026-01-30	3
1.24.16.84			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.85			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.86			FireHOL|cinsscore|ipsum		2025-12-20	2026-01-25	3
1.24.16.88			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.24.16.89			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.24.16.9			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.90			FireHOL|cinsscore|ipsum		2025-12-19	2026-01-30	3
1.24.16.91			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.93			FireHOL|cinsscore|ipsum		2025-12-19	2026-01-28	3
1.24.16.94			FireHOL|cinsscore|ipsum		2025-12-16	2026-01-30	3
1.24.16.96			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.24.16.97			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.24.16.99			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.241.37.117			FireHOL|cinsscore|ipsum		2025-12-12	2025-12-22	3
1.248.227.206			CyberCure|FireHOL|ipsum		2025-12-11	2026-01-30	3
1.30.199.218			CyberCure|greensnow|ipsum		2026-01-14	2026-01-30	3
1.30.20.98			CyberCure|greensnow|ipsum		2025-12-11	2026-01-30	3
1.34.110.125			FireHOL|cinsscore|ipsum		2025-12-22	2026-01-29	3
1.34.179.16			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-01	3
1.34.254.107			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.34.94.214			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.53.228.28			Binarydefense|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.53.228.31			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.53.36.136			FireHOL|cinsscore|ipsum		2026-01-14	2026-01-24	3
1.55.211.146			FireHOL|cinsscore|ipsum		2026-01-06	2026-01-23	3
1.55.33.86			CyberCure|greensnow|ipsum		2025-12-11	2026-01-30	3
1.64.12.134			Binarydefense|CyberCure|ipsum		2025-12-30	2026-01-30	3
1.64.191.119			CyberCure|FireHOL|cinsscore|ipsum		2026-01-26	2026-01-30	4
1.7.44.196			FireHOL|cinsscore|ipsum		2025-12-18	2026-01-30	3
1.82.133.130			CyberCure|greensnow|ipsum		2025-12-11	2026-01-30	3
1.83.125.107			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.83.125.108			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-21	3
1.83.125.114			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.83.125.115			FireHOL|cinsscore|ipsum		2025-12-23	2026-01-29	3
1.83.125.117			CyberCure|FireHOL|cinsscore		2025-12-13	2026-01-30	3
1.83.125.118			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-21	3
1.83.125.119			FireHOL|cinsscore|ipsum		2025-12-18	2026-01-17	3
1.83.125.120			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-30	3
1.83.125.122			FireHOL|cinsscore|ipsum		2025-12-25	2026-01-24	3
1.83.125.125			CyberCure|FireHOL|cinsscore		2025-12-12	2026-01-30	3
1.83.125.128			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.83.125.130			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.83.125.131			CyberCure|FireHOL|cinsscore		2025-12-15	2026-01-30	3
1.83.125.134			FireHOL|cinsscore|ipsum		2025-12-20	2026-01-30	3
1.83.125.136			FireHOL|cinsscore|ipsum		2026-01-23	2026-01-30	3
1.83.125.137			FireHOL|cinsscore|ipsum		2026-01-01	2026-01-30	3
1.83.125.14			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.83.125.144			FireHOL|cinsscore|ipsum		2026-01-12	2026-01-23	3
1.83.125.146			FireHOL|cinsscore|ipsum		2025-12-28	2026-01-30	3
1.83.125.150			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	3
1.83.125.152			FireHOL|cinsscore|ipsum		2026-01-01	2026-01-30	3
1.83.125.154			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-28	3
1.83.125.155			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.83.125.156			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.83.125.157			Binarydefense|CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	5
1.83.125.159			FireHOL|cinsscore|ipsum		2026-01-21	2026-01-30	3
1.83.125.162			CyberCure|FireHOL|cinsscore		2025-12-12	2026-01-30	3
1.83.125.166			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-21	3
1.83.125.167			FireHOL|cinsscore|ipsum		2026-01-02	2026-01-24	3
1.83.125.169			FireHOL|cinsscore|ipsum		2025-12-18	2026-01-30	3
1.83.125.172			FireHOL|cinsscore|ipsum		2026-01-02	2026-01-29	3
1.83.125.173			CyberCure|FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	4
1.83.125.175			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.83.125.177			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.83.125.179			FireHOL|cinsscore|ipsum		2025-12-14	2026-01-30	3
1.83.125.182			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.83.125.185			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-18	3
1.83.125.187			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.83.125.188			Binarydefense|FireHOL|cinsscore|ipsum		2026-01-01	2026-01-23	4
1.83.125.19			CyberCure|FireHOL|cinsscore		2025-12-29	2026-01-30	3
1.83.125.190			FireHOL|cinsscore|ipsum		2025-12-11	2026-01-30	3
1.83.125.192			FireHOL|cinsscore|ipsum		2026-01-14	2026-01-23	3
1.83.125.193			FireHOL|cinsscore|ipsum		2025-12-23	2026-01-27	3
1.83.125.194			FireHOL|cinsscore|ipsum		2025-12-13	2026-01-30	3
1.83.125.195			FireHOL|cinsscore|ipsum		2025-12-29	2026-01-27	3
1.83.125.197			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.83.125.198			FireHOL|cinsscore|ipsum		2025-12-26	2026-01-30	3
1.83.125.199			FireHOL|cinsscore|ipsum		2025-12-12	2026-01-30	3
1.83.125.200			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
1.83.125.203			FireHOL|cinsscore|ipsum		2025-12-28	2026-01-26	3
1.83.125.204			CyberCure|FireHOL|cinsscore		2025-12-11	2026-01-30	3
